zone_id,weekday_h00,weekday_h01,weekday_h02,weekday_h03,weekday_h04,weekday_h05,weekday_h06,weekday_h07,weekday_h08,weekday_h09,weekday_h10,weekday_h11,weekday_h12,weekday_h13,weekday_h14,weekday_h15,weekday_h16,weekday_h17,weekday_h18,weekday_h19,weekday_h20,weekday_h21,weekday_h22,weekday_h23,weekend_h00,weekend_h01,weekend_h02,weekend_h03,weekend_h04,weekend_h05,weekend_h06,weekend_h07,weekend_h08,weekend_h09,weekend_h10,weekend_h11,weekend_h12,weekend_h13,weekend_h14,weekend_h15,weekend_h16,weekend_h17,weekend_h18,weekend_h19,weekend_h20,weekend_h21,weekend_h22,weekend_h23
227,0.984696,0.990427,0.991574,0.999884,0.993006,0.988421,0.990141,0.975238,1.12598,1.26956,1.26655,1.27013,1.24634,1.17957,1.12197,1.08471,1.08901,1.0486,1.00103,0.848856,0.872642,0.894995,0.905599,0.934544,0.961907,0.976126,0.983235,1.00599,0.999587,0.988923,0.992477,0.989634,0.978969,0.987501,0.969727,0.970438,0.937024,0.944844,0.927782,0.905031,0.902899,0.897922,0.922805,0.901477,0.90432,0.937024,0.950532,0.990345
235,1.14877,1.16406,1.19162,1.19312,1.19262,1.19312,1.18761,1.17308,1.04028,0.959106,0.85162,0.803263,0.784222,0.786978,0.755158,0.728098,0.714569,0.703544,0.721584,0.80176,0.889453,0.951088,1.03327,1.09641,1.13994,1.16853,1.17226,1.18717,1.1909,1.18717,1.19588,1.19215,1.15983,1.12005,1.05292,1.00319,0.959684,0.929849,0.893799,0.897528,0.862721,0.845317,0.849047,0.881368,0.917418,0.973358,1.038,1.11756
307,1.09228,1.09961,1.11128,1.11393,1.11146,1.11252,1.1081,1.0853,0.931693,0.90518,0.972878,0.959444,0.944243,0.925684,0.906947,0.888211,0.892895,0.885648,0.898463,0.895811,0.945304,0.991261,1.03315,1.07929,1.11378,1.12431,1.12738,1.13527,1.12606,1.1436,1.14404,1.12036,1.07169,1.02915,0.986618,0.941891,0.911635,0.88094,0.874363,0.855507,0.84586,0.866031,0.887517,0.90725,0.946276,0.977848,1.02038,1.07169
309,1.05416,1.07994,1.03362,1.03334,1.05099,1.0758,1.0747,1.05898,0.966898,1.1042,1.10778,1.03803,1.00467,0.973791,0.92251,0.913412,0.905967,0.883084,0.900729,0.961384,0.985095,0.997226,1.02755,1.06036,1.05056,1.02321,1.01568,1.03005,1.00337,1.07519,1.02731,1.03825,0.998583,1.01295,0.936343,0.954126,0.915824,0.923347,1.02731,0.922664,0.945234,0.927451,0.950706,0.958229,0.98422,1.04372,0.995505,1.02594
310,1.2148,1.18544,1.28086,1.31756,1.31022,1.29187,1.3616,1.33224,1.18177,1.11571,1.06433,0.998265,1.16709,1.17443,0.935873,0.770719,0.745029,0.667957,0.700988,0.689977,0.734018,0.880822,0.950554,1.05699,1.04703,1.05614,1.1654,1.20181,1.19271,1.23823,1.25644,1.20181,1.12898,1.00151,0.974198,0.792105,0.992407,0.810314,0.701058,0.628221,0.582698,0.600907,0.600907,0.728372,0.783,0.983302,1.13808,1.06524
311,1.10043,1.12676,1.10625,1.09511,1.10979,1.0822,1.04852,1.02624,0.932298,0.900141,0.833295,0.867478,0.86368,0.847475,0.798606,0.811773,0.71353,0.786959,0.813799,0.932805,0.998385,0.986737,1.00598,1.08422,1.0892,1.10616,1.07098,1.17839,1.06407,1.15201,1.13945,1.13065,1.1407,1.11558,1.1093,1.08417,0.988695,0.987438,0.937187,1.0289,0.944725,0.938443,0.919599,0.961056,0.923368,1.0201,1.09611,1.00126
316,1.00952,0.997309,1.00138,1.00138,1.00952,1.00138,1.01359,0.94032,0.867048,0.903684,0.968815,0.956603,1.00545,1.09908,1.06244,1.08686,1.13978,1.11536,1.06651,1.11536,1.1235,1.12757,1.08279,1.05837,1.03003,1.04013,1.04013,1.06033,1.01993,1.06033,1.05023,1.03003,0.979539,0.959342,0.908851,0.979539,0.939146,0.979539,0.959342,0.868457,0.858359,0.858359,0.949244,0.939146,0.979539,0.929047,0.918949,0.908851
320,0.924209,0.914292,0.928175,0.900409,0.918259,0.910326,0.904376,0.860744,0.775463,1.18005,1.44482,1.51523,1.50134,1.423,1.37243,1.33276,1.30401,1.26831,1.18997,0.920242,0.932142,0.926192,0.934125,0.928175,0.900371,0.910211,0.915131,0.929891,0.910211,0.939732,0.924971,0.929891,0.890531,0.905291,0.895451,0.870851,0.920051,0.959412,0.910211,0.959412,0.929891,0.920051,0.900371,0.885611,0.85117,0.875771,0.880691,0.875771
321,0.913857,0.729079,0.760851,0.691454,0.844461,0.751654,0.852822,0.77172,1.01001,1.48575,1.58859,1.57438,1.54678,1.50916,1.46568,1.43307,1.39294,1.35197,1.15298,0.994959,0.928907,0.868708,0.826903,0.811853,0.837965,0.829668,0.759146,0.794407,0.831742,0.860781,0.952044,0.769517,0.788185,1.05575,1.04746,1.10138,0.941673,0.931303,1.04331,1.07027,1.03916,1.00182,0.927154,0.796481,0.806852,0.931302,0.893968,0.730108
322,1.06239,1.17551,1.18371,1.1624,1.15256,1.12961,1.14436,1.08042,1.08042,1.00173,1.0132,0.991889,1.00173,1.0755,0.975494,0.929589,0.867288,0.847614,0.859091,0.903357,0.931228,0.898439,0.95746,0.985331,1.00053,1.20795,1.18762,1.23236,1.18762,1.13881,1.15101,1.14695,1.09001,1.05747,0.959856,0.967991,0.992394,0.955789,0.919184,0.866311,0.793101,0.805303,0.7809,0.784967,0.7809,0.789034,0.886647,0.906983
323,0.428289,0.311916,0.290931,0.294747,0.281392,0.285208,0.282346,0.362472,0.910948,2.03366,3.13347,3.15255,3.11535,2.9055,2.87879,2.88737,2.88737,2.81965,2.43142,1.65974,1.12271,0.707773,0.438781,0.34244,0.302891,0.29106,0.276861,0.274495,0.276861,0.26503,0.267396,0.28396,0.354951,0.511129,0.726466,0.773792,0.797456,0.837683,0.892109,0.842416,0.757228,0.721733,0.679139,0.532426,0.399911,0.314723,0.38098,0.274495
324,0.903287,0.900409,0.923437,0.891197,0.878532,0.890046,0.894652,0.892349,0.916528,1.35752,1.55499,1.48533,1.4456,1.41337,1.40588,1.38976,1.40876,1.41682,1.39437,1.05815,1.00634,0.926891,0.890046,0.88544,0.851208,0.859777,0.845495,0.86549,0.862633,0.874059,0.851208,0.86549,0.882628,0.888341,0.954038,0.974033,0.931187,0.89691,0.871202,0.814074,0.834069,0.805505,0.831213,0.799792,0.859777,0.86549,0.892625,0.894054
325,0.709177,0.681402,0.685106,0.69066,0.682328,0.68418,0.686957,0.668441,0.855456,1.77202,1.96181,2.00532,2.0044,1.9132,1.85627,1.82108,1.82386,1.77665,1.48316,1.20912,0.961925,0.733248,0.659183,0.659183,0.668352,0.702803,0.7051,0.689022,0.679835,0.693616,0.686726,0.684429,0.689022,0.833717,0.960038,0.985302,0.962335,0.948554,0.976115,0.962335,0.937071,0.914103,0.858981,0.774002,0.7051,0.645384,0.65572,0.698209
326,0.768035,0.794114,0.752822,0.770643,0.745433,0.814543,0.755865,0.76195,0.991013,1.36264,1.72645,1.8412,1.90813,1.82207,1.72297,1.78991,1.85206,1.8186,1.65343,1.35786,1.20356,0.930161,0.850185,0.809327,0.765578,0.766656,0.712742,0.753717,0.747247,0.747247,0.740777,0.774204,0.717055,0.779595,0.78283,0.788221,0.806552,0.803317,0.834587,0.762343,0.754795,0.802239,0.736464,0.697646,0.710585,0.71382,0.729994,0.768812
328,1.15488,1.27009,1.27171,1.27951,1.27691,1.26846,1.27236,1.23466,1.03804,0.847917,0.776092,0.709468,0.704593,0.713368,0.675018,0.649994,0.605794,0.629194,0.670143,0.785842,0.921691,1.00327,1.07866,1.11279,1.16502,1.27709,1.30208,1.28676,1.28596,1.29805,1.2916,1.26822,1.21743,1.11987,1.00942,0.919116,0.861067,0.857035,0.835267,0.819142,0.803017,0.794148,0.824786,0.869935,0.913472,0.951366,1.01062,1.06908
329,1.09069,1.15549,1.16109,1.16426,1.16389,1.16243,1.16134,1.14527,0.983156,0.864856,0.842219,0.820189,0.808019,0.801568,0.781243,0.756049,0.744974,0.759457,0.807532,0.881409,0.954433,0.992163,1.04584,1.08162,1.12408,1.19594,1.22372,1.221,1.21617,1.22493,1.21134,1.20802,1.15911,1.10114,1.04558,0.963758,0.923903,0.901863,0.881331,0.873783,0.841175,0.838759,0.861706,0.894012,0.933867,0.960437,1.00422,1.06098
330,0.957771,1.04242,1.06992,1.06218,1.06648,1.0725,1.08968,1.05875,0.995154,1.18078,1.16531,1.13695,1.12492,1.11418,1.09828,1.06562,1.02179,1.00547,0.948747,0.916091,0.911795,0.89031,0.900623,0.900623,0.916719,1.00839,1.002,1.03824,1.03611,1.03824,1.05103,1.01905,1.00626,1.05103,1.02545,1.01052,0.980676,1.00413,0.980676,0.918851,0.899664,0.869817,0.865554,0.863422,0.889005,0.893268,0.914587,0.920983
331,1.14474,1.14869,1.14562,1.15089,1.14781,1.14869,1.14737,1.13068,0.998901,0.900505,0.805622,0.767406,0.750713,0.766966,0.742367,0.728311,0.707226,0.73446,0.786294,0.887326,0.962002,1.02921,1.08719,1.13903,1.14748,1.15838,1.17255,1.17473,1.16601,1.16165,1.16165,1.15838,1.11043,1.04941,0.969859,0.927359,0.905565,0.937167,0.936077,0.915372,0.896847,0.896847,0.908834,0.974218,1.0396,1.04941,1.10716,1.11697
332,0.884748,0.929145,0.932472,0.934007,0.943219,0.93068,0.927354,0.932216,0.890249,1.31682,1.44925,1.45705,1.45475,1.40933,1.39768,1.38617,1.36109,1.30927,1.17762,1.04071,1.00694,0.943475,0.902276,0.888458,0.881116,0.929996,0.940788,0.945866,0.93317,0.93317,0.936344,0.927457,0.890003,0.912222,0.928727,0.917935,0.872863,0.872229,0.862706,0.857628,0.863976,0.841758,0.823983,0.828427,0.838584,0.808748,0.815731,0.831601
333,1.07884,1.06443,1.05482,1.05194,1.0529,1.04426,1.02889,1.02024,0.883823,0.873256,0.89247,0.871335,0.911683,0.902076,0.87902,0.878059,0.90784,0.917447,0.96452,1.03561,1.07116,1.06059,1.04234,1.06539,1.05577,1.04862,1.06053,1.03193,1.03193,1.04862,1.04385,1.03193,0.97712,0.991419,0.958054,0.960437,0.996186,0.998569,0.998569,0.97712,0.981886,0.974737,1.00572,1.0081,1.04385,1.06768,1.0939,1.06053
335,1.0897,1.09234,1.099,1.09025,1.09025,1.08866,1.08737,1.05595,0.890349,0.812418,0.79214,0.788561,0.814406,0.805808,0.794923,0.780609,0.783392,0.804316,0.859535,0.955259,1.06092,1.08339,1.08508,1.0983,1.11264,1.11338,1.11905,1.11782,1.11091,1.11436,1.1119,1.09636,1.04655,0.994271,0.953336,0.935828,0.945938,0.978982,0.975776,0.966159,0.966406,0.989093,1.03792,1.06702,1.07984,1.07935,1.08342,1.1008
340,1.0001,0.979832,1.0001,0.995034,0.985821,0.991349,0.969237,0.981214,0.983978,0.989045,0.979371,0.99273,0.986742,1.02083,0.993191,0.997798,0.990888,1.00978,1.03004,0.986742,1.00839,1.00839,1.02406,0.995955,0.994237,0.966809,1.00795,0.975952,1.02623,1.05366,1.00795,0.964524,0.989665,0.980523,0.994237,1.06166,1.04109,1.05366,1.00566,1.01024,0.97138,0.985094,1.01938,1.01709,0.975952,1.00109,0.991951,1.00338
343,0.338407,0.362579,0.366607,0.350493,0.338407,0.368622,0.35855,0.332364,0.755372,2.10497,2.8684,3.13429,2.83114,2.59647,2.6569,2.61661,2.49071,2.17547,1.33147,1.03335,0.920547,0.719114,0.527753,0.390779,0.364787,0.329807,0.334804,0.319813,0.319813,0.309819,0.329807,0.319813,0.40976,0.669609,0.964436,1.16432,1.07437,1.05938,1.11435,1.15433,1.17931,1.05938,0.92446,0.709585,0.639626,0.514699,0.404763,0.35979
346,0.966276,1.36518,1.29019,1.22377,1.15015,0.965591,1.07619,1.18576,1.11077,1.33128,1.22959,1.1546,1.15186,1.26828,1.10153,1.09365,1.12276,1.1005,0.948128,0.926557,0.871429,0.790963,0.752956,0.760489,0.832447,1.25207,1.22574,1.14674,1.04056,0.923337,1.02782,1.11021,0.925885,0.908047,0.900402,0.837544,0.829049,0.938627,0.890209,0.876618,0.920789,0.958164,0.793373,0.794222,0.733913,0.758546,0.733913,0.703333
347,0.841164,0.826567,0.802846,0.806495,0.806495,0.797372,0.775476,0.788249,0.801021,1.08567,1.38673,1.41958,1.39312,1.40589,1.33199,1.38856,1.38491,1.37122,1.3174,1.0291,0.921448,0.83569,0.839339,0.850287,0.891728,0.900781,0.873621,0.896254,0.887201,0.900781,0.887201,0.878148,0.891728,0.887201,0.941519,0.977732,1.0411,1.05016,1.07732,1.0411,1.00489,0.968679,1.04563,0.991311,0.950573,0.923413,0.93473,0.950573
348,1.16199,1.14752,1.17645,1.17967,1.16038,1.16681,1.17002,1.16038,1.10252,0.781088,0.729658,0.6718,0.652514,0.630013,0.54644,0.552869,0.556083,0.552869,0.572155,0.655728,0.723229,0.822874,1.01574,1.16681,1.39546,1.37951,1.33167,1.33167,1.34762,1.33167,1.3237,1.30775,1.2599,1.15624,1.02865,0.972836,0.917018,0.917018,0.909044,0.885122,0.861199,0.917018,0.877148,0.917018,1.01271,1.08447,1.19611,1.28383
406,1.1181,1.13781,1.11153,1.10365,1.10628,1.1089,1.06949,0.961751,0.793576,0.683211,0.639853,0.656934,0.698977,0.762043,0.725255,0.698977,0.69635,0.717372,0.81197,1.02219,1.11153,1.16409,1.17723,1.13781,1.26465,1.24509,1.23205,1.2125,1.21902,1.15383,1.14079,1.09516,1.01693,0.880039,0.919151,0.886557,0.853963,0.92567,0.853963,0.880039,0.860482,0.867001,0.977821,1.14079,1.25161,1.29724,1.32006,1.29072
408,1.20785,1.25176,1.24887,1.27782,1.27493,1.26528,1.21605,1.07901,0.912041,0.78947,0.757139,0.725772,0.758586,0.751348,0.719016,0.695853,0.742179,0.760517,0.810703,0.858959,0.926518,1.03461,1.10989,1.18903,1.1229,1.17797,1.17318,1.17797,1.19233,1.21388,1.22585,1.15882,1.09178,1.01995,0.957699,0.926573,0.902631,0.909814,0.869111,0.828409,0.842775,0.835592,0.869111,0.909814,0.964881,1.03671,1.09178,1.13727
