estimate,budget_points,rule,zone_id,points_added
rated,100,by_marginal_energy,628,2
rated,100,by_marginal_energy,708,4
rated,100,by_marginal_energy,715,14
rated,100,by_marginal_energy,775,23
rated,100,by_marginal_energy,844,19
rated,100,by_marginal_energy,1029,28
rated,100,balanced,102,1
rated,100,balanced,106,1
rated,100,balanced,316,1
rated,100,balanced,331,1
rated,100,balanced,346,1
rated,100,balanced,501,1
rated,100,balanced,519,1
rated,100,balanced,522,1
rated,100,balanced,526,1
rated,100,balanced,528,1
rated,100,balanced,559,1
rated,100,balanced,568,1
rated,100,balanced,570,1
rated,100,balanced,575,6
rated,100,balanced,582,1
rated,100,balanced,588,1
rated,100,balanced,596,1
rated,100,balanced,601,1
rated,100,balanced,633,1
rated,100,balanced,647,1
rated,100,balanced,651,1
rated,100,balanced,691,1
rated,100,balanced,698,1
rated,100,balanced,708,1
rated,100,balanced,715,7
rated,100,balanced,719,1
rated,100,balanced,733,1
rated,100,balanced,744,1
rated,100,balanced,771,1
rated,100,balanced,775,14
rated,100,balanced,790,1
rated,100,balanced,792,1
rated,100,balanced,795,1
rated,100,balanced,809,1
rated,100,balanced,832,1
rated,100,balanced,844,3
rated,100,balanced,851,1
rated,100,balanced,858,1
rated,100,balanced,881,1
rated,100,balanced,882,1
rated,100,balanced,888,1
rated,100,balanced,890,1
rated,100,balanced,943,1
rated,100,balanced,965,1
rated,100,balanced,974,1
rated,100,balanced,981,1
rated,100,balanced,986,1
rated,100,balanced,996,1
rated,100,balanced,1029,23
rated,100,balanced,1071,1
rated,100,balanced,1098,1
rated,100,balanced,1124,1
rated,200,by_utilisation,102,1
rated,200,by_utilisation,105,1
rated,200,by_utilisation,106,1
rated,200,by_utilisation,107,1
rated,200,by_utilisation,108,1
rated,200,by_utilisation,109,1
rated,200,by_utilisation,111,1
rated,200,by_utilisation,123,1
rated,200,by_utilisation,208,1
rated,200,by_utilisation,216,1
rated,200,by_utilisation,217,1
rated,200,by_utilisation,223,1
rated,200,by_utilisation,224,1
rated,200,by_utilisation,226,1
rated,200,by_utilisation,227,1
rated,200,by_utilisation,235,1
rated,200,by_utilisation,307,1
rated,200,by_utilisation,309,1
rated,200,by_utilisation,310,1
rated,200,by_utilisation,311,1
rated,200,by_utilisation,316,1
rated,200,by_utilisation,321,1
rated,200,by_utilisation,322,1
rated,200,by_utilisation,323,1
rated,200,by_utilisation,325,1
rated,200,by_utilisation,328,1
rated,200,by_utilisation,329,1
rated,200,by_utilisation,330,1
rated,200,by_utilisation,331,1
rated,200,by_utilisation,332,1
rated,200,by_utilisation,333,1
rated,200,by_utilisation,335,1
rated,200,by_utilisation,340,1
rated,200,by_utilisation,346,1
rated,200,by_utilisation,406,1
rated,200,by_utilisation,501,1
rated,200,by_utilisation,502,1
rated,200,by_utilisation,506,1
rated,200,by_utilisation,512,1
rated,200,by_utilisation,513,1
rated,200,by_utilisation,516,1
rated,200,by_utilisation,519,1
rated,200,by_utilisation,520,1
rated,200,by_utilisation,522,1
rated,200,by_utilisation,525,1
rated,200,by_utilisation,526,1
rated,200,by_utilisation,527,1
rated,200,by_utilisation,528,1
rated,200,by_utilisation,529,1
rated,200,by_utilisation,552,1
rated,200,by_utilisation,553,1
rated,200,by_utilisation,558,1
rated,200,by_utilisation,559,1
rated,200,by_utilisation,568,2
rated,200,by_utilisation,570,1
rated,200,by_utilisation,575,1
rated,200,by_utilisation,576,1
rated,200,by_utilisation,582,1
rated,200,by_utilisation,584,1
rated,200,by_utilisation,587,1
rated,200,by_utilisation,588,1
rated,200,by_utilisation,589,1
rated,200,by_utilisation,592,1
rated,200,by_utilisation,595,1
rated,200,by_utilisation,596,2
rated,200,by_utilisation,598,1
rated,200,by_utilisation,601,1
rated,200,by_utilisation,628,1
rated,200,by_utilisation,632,1
rated,200,by_utilisation,633,1
rated,200,by_utilisation,638,1
rated,200,by_utilisation,643,1
rated,200,by_utilisation,647,1
rated,200,by_utilisation,651,2
rated,200,by_utilisation,681,1
rated,200,by_utilisation,682,1
rated,200,by_utilisation,690,1
rated,200,by_utilisation,691,1
rated,200,by_utilisation,693,1
rated,200,by_utilisation,698,1
rated,200,by_utilisation,699,1
rated,200,by_utilisation,700,1
rated,200,by_utilisation,701,1
rated,200,by_utilisation,703,1
rated,200,by_utilisation,704,1
rated,200,by_utilisation,705,1
rated,200,by_utilisation,706,1
rated,200,by_utilisation,708,1
rated,200,by_utilisation,709,1
rated,200,by_utilisation,712,1
rated,200,by_utilisation,715,2
rated,200,by_utilisation,716,1
rated,200,by_utilisation,719,1
rated,200,by_utilisation,724,1
rated,200,by_utilisation,729,1
rated,200,by_utilisation,733,1
rated,200,by_utilisation,741,1
rated,200,by_utilisation,744,1
rated,200,by_utilisation,745,1
rated,200,by_utilisation,746,1
rated,200,by_utilisation,751,1
rated,200,by_utilisation,771,1
rated,200,by_utilisation,773,1
rated,200,by_utilisation,775,1
rated,200,by_utilisation,777,1
rated,200,by_utilisation,781,1
rated,200,by_utilisation,783,1
rated,200,by_utilisation,790,1
rated,200,by_utilisation,792,1
rated,200,by_utilisation,795,1
rated,200,by_utilisation,799,1
rated,200,by_utilisation,802,1
rated,200,by_utilisation,805,1
rated,200,by_utilisation,809,1
rated,200,by_utilisation,832,1
rated,200,by_utilisation,842,1
rated,200,by_utilisation,844,1
rated,200,by_utilisation,848,1
rated,200,by_utilisation,849,1
rated,200,by_utilisation,851,1
rated,200,by_utilisation,852,1
rated,200,by_utilisation,855,1
rated,200,by_utilisation,858,1
rated,200,by_utilisation,881,1
rated,200,by_utilisation,882,2
rated,200,by_utilisation,883,1
rated,200,by_utilisation,887,1
rated,200,by_utilisation,888,1
rated,200,by_utilisation,890,1
rated,200,by_utilisation,891,1
rated,200,by_utilisation,895,1
rated,200,by_utilisation,897,1
rated,200,by_utilisation,900,1
rated,200,by_utilisation,903,1
rated,200,by_utilisation,904,1
rated,200,by_utilisation,943,1
rated,200,by_utilisation,958,1
rated,200,by_utilisation,965,1
rated,200,by_utilisation,966,1
rated,200,by_utilisation,967,1
rated,200,by_utilisation,969,1
rated,200,by_utilisation,972,1
rated,200,by_utilisation,974,1
rated,200,by_utilisation,975,1
rated,200,by_utilisation,981,1
rated,200,by_utilisation,982,1
rated,200,by_utilisation,983,1
rated,200,by_utilisation,986,1
rated,200,by_utilisation,987,1
rated,200,by_utilisation,989,1
rated,200,by_utilisation,991,1
rated,200,by_utilisation,996,1
rated,200,by_utilisation,998,1
rated,200,by_utilisation,1000,1
rated,200,by_utilisation,1009,1
rated,200,by_utilisation,1011,1
rated,200,by_utilisation,1026,1
rated,200,by_utilisation,1029,2
rated,200,by_utilisation,1031,1
rated,200,by_utilisation,1043,1
rated,200,by_utilisation,1049,1
rated,200,by_utilisation,1066,1
rated,200,by_utilisation,1067,1
rated,200,by_utilisation,1068,1
rated,200,by_utilisation,1071,1
rated,200,by_utilisation,1072,1
rated,200,by_utilisation,1075,1
rated,200,by_utilisation,1082,1
rated,200,by_utilisation,1083,1
rated,200,by_utilisation,1085,1
rated,200,by_utilisation,1094,1
rated,200,by_utilisation,1095,1
rated,200,by_utilisation,1098,1
rated,200,by_utilisation,1099,1
rated,200,by_utilisation,1100,1
rated,200,by_utilisation,1110,1
rated,200,by_utilisation,1111,1
rated,200,by_utilisation,1112,1
rated,200,by_utilisation,1115,1
rated,200,by_utilisation,1121,1
rated,200,by_utilisation,1124,1
rated,200,by_utilisation,1126,1
rated,200,by_utilisation,1137,1
rated,200,by_utilisation,1144,1
rated,200,by_utilisation,1149,1
rated,200,by_utilisation,1156,1
rated,200,by_utilisation,1159,1
rated,200,by_utilisation,1162,1
rated,200,by_utilisation,1164,1
rated,200,by_utilisation,1166,1
rated,200,by_utilisation,1167,1
rated,200,by_utilisation,1168,1
rated,200,by_utilisation,1172,1
rated,200,by_utilisation,1173,1
rated,200,by_marginal_energy,316,1
rated,200,by_marginal_energy,568,2
rated,200,by_marginal_energy,570,10
rated,200,by_marginal_energy,575,18
rated,200,by_marginal_energy,596,5
rated,200,by_marginal_energy,628,3
rated,200,by_marginal_energy,708,8
rated,200,by_marginal_energy,715,21
rated,200,by_marginal_energy,719,2
rated,200,by_marginal_energy,775,33
rated,200,by_marginal_energy,792,1
rated,200,by_marginal_energy,844,49
rated,200,by_marginal_energy,882,7
rated,200,by_marginal_energy,1026,1
rated,200,by_marginal_energy,1029,39
rated,200,balanced,102,1
rated,200,balanced,106,1
rated,200,balanced,108,1
rated,200,balanced,208,1
rated,200,balanced,227,1
rated,200,balanced,235,1
rated,200,balanced,316,1
rated,200,balanced,328,1
rated,200,balanced,330,1
rated,200,balanced,331,1
rated,200,balanced,333,1
rated,200,balanced,335,1
rated,200,balanced,340,1
rated,200,balanced,346,1
rated,200,balanced,501,1
rated,200,balanced,513,1
rated,200,balanced,516,1
rated,200,balanced,519,1
rated,200,balanced,520,1
rated,200,balanced,522,1
rated,200,balanced,526,1
rated,200,balanced,528,1
rated,200,balanced,552,1
rated,200,balanced,558,1
rated,200,balanced,559,1
rated,200,balanced,568,1
rated,200,balanced,570,1
rated,200,balanced,575,11
rated,200,balanced,576,1
rated,200,balanced,582,1
rated,200,balanced,588,1
rated,200,balanced,592,1
rated,200,balanced,595,1
rated,200,balanced,596,1
rated,200,balanced,601,1
rated,200,balanced,628,3
rated,200,balanced,632,1
rated,200,balanced,633,1
rated,200,balanced,647,1
rated,200,balanced,651,1
rated,200,balanced,682,1
rated,200,balanced,690,1
rated,200,balanced,691,1
rated,200,balanced,693,1
rated,200,balanced,698,1
rated,200,balanced,701,1
rated,200,balanced,703,1
rated,200,balanced,704,1
rated,200,balanced,706,1
rated,200,balanced,708,5
rated,200,balanced,715,15
rated,200,balanced,716,1
rated,200,balanced,719,1
rated,200,balanced,733,1
rated,200,balanced,744,1
rated,200,balanced,745,1
rated,200,balanced,746,1
rated,200,balanced,771,1
rated,200,balanced,773,1
rated,200,balanced,775,24
rated,200,balanced,790,1
rated,200,balanced,792,1
rated,200,balanced,795,1
rated,200,balanced,799,1
rated,200,balanced,802,1
rated,200,balanced,805,1
rated,200,balanced,809,1
rated,200,balanced,832,1
rated,200,balanced,842,1
rated,200,balanced,844,20
rated,200,balanced,848,1
rated,200,balanced,851,1
rated,200,balanced,858,1
rated,200,balanced,881,1
rated,200,balanced,882,1
rated,200,balanced,883,1
rated,200,balanced,888,1
rated,200,balanced,890,1
rated,200,balanced,900,1
rated,200,balanced,943,1
rated,200,balanced,965,1
rated,200,balanced,972,1
rated,200,balanced,974,1
rated,200,balanced,981,1
rated,200,balanced,982,1
rated,200,balanced,986,1
rated,200,balanced,991,1
rated,200,balanced,996,1
rated,200,balanced,1026,1
rated,200,balanced,1029,29
rated,200,balanced,1049,1
rated,200,balanced,1067,1
rated,200,balanced,1071,1
rated,200,balanced,1075,1
rated,200,balanced,1083,1
rated,200,balanced,1098,1
rated,200,balanced,1124,1
rated,200,balanced,1164,1
rated,200,balanced,1167,1
rated,200,balanced,1172,1
rated,400,by_utilisation,102,3
rated,400,by_utilisation,105,1
rated,400,by_utilisation,106,3
rated,400,by_utilisation,107,1
rated,400,by_utilisation,108,2
rated,400,by_utilisation,109,1
rated,400,by_utilisation,110,1
rated,400,by_utilisation,111,1
rated,400,by_utilisation,123,1
rated,400,by_utilisation,124,1
rated,400,by_utilisation,202,1
rated,400,by_utilisation,204,1
rated,400,by_utilisation,205,1
rated,400,by_utilisation,206,1
rated,400,by_utilisation,208,2
rated,400,by_utilisation,213,1
rated,400,by_utilisation,214,1
rated,400,by_utilisation,215,1
rated,400,by_utilisation,216,1
rated,400,by_utilisation,217,1
rated,400,by_utilisation,223,1
rated,400,by_utilisation,224,1
rated,400,by_utilisation,225,1
rated,400,by_utilisation,226,1
rated,400,by_utilisation,227,2
rated,400,by_utilisation,235,2
rated,400,by_utilisation,307,1
rated,400,by_utilisation,309,1
rated,400,by_utilisation,310,1
rated,400,by_utilisation,311,1
rated,400,by_utilisation,316,3
rated,400,by_utilisation,320,1
rated,400,by_utilisation,321,1
rated,400,by_utilisation,322,1
rated,400,by_utilisation,323,1
rated,400,by_utilisation,324,1
rated,400,by_utilisation,325,1
rated,400,by_utilisation,326,1
rated,400,by_utilisation,328,2
rated,400,by_utilisation,329,1
rated,400,by_utilisation,330,2
rated,400,by_utilisation,331,3
rated,400,by_utilisation,332,1
rated,400,by_utilisation,333,2
rated,400,by_utilisation,335,2
rated,400,by_utilisation,340,2
rated,400,by_utilisation,343,1
rated,400,by_utilisation,346,2
rated,400,by_utilisation,347,1
rated,400,by_utilisation,406,1
rated,400,by_utilisation,408,1
rated,400,by_utilisation,501,2
rated,400,by_utilisation,502,1
rated,400,by_utilisation,506,1
rated,400,by_utilisation,508,1
rated,400,by_utilisation,511,1
rated,400,by_utilisation,512,1
rated,400,by_utilisation,513,2
rated,400,by_utilisation,516,2
rated,400,by_utilisation,519,2
rated,400,by_utilisation,520,2
rated,400,by_utilisation,522,3
rated,400,by_utilisation,525,1
rated,400,by_utilisation,526,2
rated,400,by_utilisation,527,1
rated,400,by_utilisation,528,3
rated,400,by_utilisation,529,1
rated,400,by_utilisation,552,2
rated,400,by_utilisation,553,1
rated,400,by_utilisation,558,2
rated,400,by_utilisation,559,2
rated,400,by_utilisation,568,3
rated,400,by_utilisation,570,3
rated,400,by_utilisation,575,3
rated,400,by_utilisation,576,2
rated,400,by_utilisation,577,1
rated,400,by_utilisation,578,1
rated,400,by_utilisation,582,2
rated,400,by_utilisation,584,1
rated,400,by_utilisation,585,1
rated,400,by_utilisation,587,1
rated,400,by_utilisation,588,2
rated,400,by_utilisation,589,1
rated,400,by_utilisation,592,2
rated,400,by_utilisation,594,1
rated,400,by_utilisation,595,2
rated,400,by_utilisation,596,3
rated,400,by_utilisation,598,1
rated,400,by_utilisation,601,3
rated,400,by_utilisation,628,2
rated,400,by_utilisation,632,2
rated,400,by_utilisation,633,3
rated,400,by_utilisation,637,1
rated,400,by_utilisation,638,1
rated,400,by_utilisation,643,1
rated,400,by_utilisation,644,1
rated,400,by_utilisation,647,2
rated,400,by_utilisation,651,4
rated,400,by_utilisation,655,1
rated,400,by_utilisation,656,1
rated,400,by_utilisation,659,1
rated,400,by_utilisation,681,1
rated,400,by_utilisation,682,2
rated,400,by_utilisation,686,1
rated,400,by_utilisation,690,2
rated,400,by_utilisation,691,3
rated,400,by_utilisation,693,2
rated,400,by_utilisation,698,2
rated,400,by_utilisation,699,1
rated,400,by_utilisation,700,1
rated,400,by_utilisation,701,2
rated,400,by_utilisation,703,2
rated,400,by_utilisation,704,2
rated,400,by_utilisation,705,1
rated,400,by_utilisation,706,2
rated,400,by_utilisation,708,2
rated,400,by_utilisation,709,1
rated,400,by_utilisation,710,1
rated,400,by_utilisation,711,1
rated,400,by_utilisation,712,1
rated,400,by_utilisation,715,3
rated,400,by_utilisation,716,2
rated,400,by_utilisation,718,1
rated,400,by_utilisation,719,3
rated,400,by_utilisation,724,1
rated,400,by_utilisation,728,1
rated,400,by_utilisation,729,2
rated,400,by_utilisation,731,1
rated,400,by_utilisation,732,1
rated,400,by_utilisation,733,2
rated,400,by_utilisation,737,1
rated,400,by_utilisation,741,1
rated,400,by_utilisation,744,2
rated,400,by_utilisation,745,2
rated,400,by_utilisation,746,2
rated,400,by_utilisation,751,1
rated,400,by_utilisation,771,3
rated,400,by_utilisation,773,2
rated,400,by_utilisation,775,3
rated,400,by_utilisation,777,1
rated,400,by_utilisation,781,2
rated,400,by_utilisation,783,1
rated,400,by_utilisation,790,2
rated,400,by_utilisation,792,2
rated,400,by_utilisation,795,2
rated,400,by_utilisation,799,2
rated,400,by_utilisation,802,2
rated,400,by_utilisation,804,1
rated,400,by_utilisation,805,2
rated,400,by_utilisation,809,3
rated,400,by_utilisation,832,2
rated,400,by_utilisation,842,2
rated,400,by_utilisation,844,2
rated,400,by_utilisation,848,2
rated,400,by_utilisation,849,1
rated,400,by_utilisation,851,2
rated,400,by_utilisation,852,2
rated,400,by_utilisation,855,1
rated,400,by_utilisation,858,2
rated,400,by_utilisation,862,1
rated,400,by_utilisation,881,2
rated,400,by_utilisation,882,4
rated,400,by_utilisation,883,2
rated,400,by_utilisation,887,1
rated,400,by_utilisation,888,2
rated,400,by_utilisation,890,3
rated,400,by_utilisation,891,2
rated,400,by_utilisation,895,1
rated,400,by_utilisation,897,1
rated,400,by_utilisation,900,2
rated,400,by_utilisation,901,1
rated,400,by_utilisation,902,1
rated,400,by_utilisation,903,1
rated,400,by_utilisation,904,1
rated,400,by_utilisation,937,1
rated,400,by_utilisation,943,2
rated,400,by_utilisation,958,1
rated,400,by_utilisation,965,2
rated,400,by_utilisation,966,1
rated,400,by_utilisation,967,1
rated,400,by_utilisation,969,1
rated,400,by_utilisation,972,2
rated,400,by_utilisation,974,2
rated,400,by_utilisation,975,1
rated,400,by_utilisation,977,1
rated,400,by_utilisation,979,1
rated,400,by_utilisation,981,2
rated,400,by_utilisation,982,2
rated,400,by_utilisation,983,2
rated,400,by_utilisation,984,1
rated,400,by_utilisation,986,2
rated,400,by_utilisation,987,1
rated,400,by_utilisation,988,1
rated,400,by_utilisation,989,1
rated,400,by_utilisation,991,2
rated,400,by_utilisation,996,2
rated,400,by_utilisation,998,1
rated,400,by_utilisation,1000,1
rated,400,by_utilisation,1009,1
rated,400,by_utilisation,1011,1
rated,400,by_utilisation,1015,1
rated,400,by_utilisation,1026,2
rated,400,by_utilisation,1029,4
rated,400,by_utilisation,1031,1
rated,400,by_utilisation,1043,2
rated,400,by_utilisation,1049,2
rated,400,by_utilisation,1061,1
rated,400,by_utilisation,1062,1
rated,400,by_utilisation,1066,1
rated,400,by_utilisation,1067,2
rated,400,by_utilisation,1068,2
rated,400,by_utilisation,1071,2
rated,400,by_utilisation,1072,1
rated,400,by_utilisation,1074,1
rated,400,by_utilisation,1075,2
rated,400,by_utilisation,1076,1
rated,400,by_utilisation,1081,1
rated,400,by_utilisation,1082,1
rated,400,by_utilisation,1083,2
rated,400,by_utilisation,1085,1
rated,400,by_utilisation,1087,1
rated,400,by_utilisation,1088,1
rated,400,by_utilisation,1090,1
rated,400,by_utilisation,1092,1
rated,400,by_utilisation,1094,1
rated,400,by_utilisation,1095,1
rated,400,by_utilisation,1096,1
rated,400,by_utilisation,1098,2
rated,400,by_utilisation,1099,1
rated,400,by_utilisation,1100,1
rated,400,by_utilisation,1102,1
rated,400,by_utilisation,1104,1
rated,400,by_utilisation,1106,1
rated,400,by_utilisation,1107,1
rated,400,by_utilisation,1110,1
rated,400,by_utilisation,1111,1
rated,400,by_utilisation,1112,1
rated,400,by_utilisation,1113,1
rated,400,by_utilisation,1115,1
rated,400,by_utilisation,1119,1
rated,400,by_utilisation,1120,1
rated,400,by_utilisation,1121,2
rated,400,by_utilisation,1124,2
rated,400,by_utilisation,1125,1
rated,400,by_utilisation,1126,1
rated,400,by_utilisation,1130,1
rated,400,by_utilisation,1134,1
rated,400,by_utilisation,1135,1
rated,400,by_utilisation,1137,2
rated,400,by_utilisation,1138,1
rated,400,by_utilisation,1143,1
rated,400,by_utilisation,1144,1
rated,400,by_utilisation,1149,2
rated,400,by_utilisation,1154,1
rated,400,by_utilisation,1156,1
rated,400,by_utilisation,1159,1
rated,400,by_utilisation,1162,1
rated,400,by_utilisation,1163,1
rated,400,by_utilisation,1164,2
rated,400,by_utilisation,1166,2
rated,400,by_utilisation,1167,2
rated,400,by_utilisation,1168,1
rated,400,by_utilisation,1172,2
rated,400,by_utilisation,1173,1
rated,400,by_marginal_energy,316,3
rated,400,by_marginal_energy,559,15
rated,400,by_marginal_energy,568,12
rated,400,by_marginal_energy,570,17
rated,400,by_marginal_energy,575,23
rated,400,by_marginal_energy,596,40
rated,400,by_marginal_energy,601,2
rated,400,by_marginal_energy,628,5
rated,400,by_marginal_energy,647,3
rated,400,by_marginal_energy,651,4
rated,400,by_marginal_energy,690,8
rated,400,by_marginal_energy,708,15
rated,400,by_marginal_energy,715,24
rated,400,by_marginal_energy,719,5
rated,400,by_marginal_energy,775,37
rated,400,by_marginal_energy,792,3
rated,400,by_marginal_energy,805,3
rated,400,by_marginal_energy,844,71
rated,400,by_marginal_energy,882,14
rated,400,by_marginal_energy,895,36
rated,400,by_marginal_energy,943,1
rated,400,by_marginal_energy,1026,14
rated,400,by_marginal_energy,1029,45
rated,400,balanced,102,1
rated,400,balanced,105,1
rated,400,balanced,106,1
rated,400,balanced,107,1
rated,400,balanced,108,1
rated,400,balanced,109,1
rated,400,balanced,111,1
rated,400,balanced,123,1
rated,400,balanced,208,1
rated,400,balanced,216,1
rated,400,balanced,217,1
rated,400,balanced,223,1
rated,400,balanced,224,1
rated,400,balanced,226,1
rated,400,balanced,227,1
rated,400,balanced,235,1
rated,400,balanced,307,1
rated,400,balanced,309,1
rated,400,balanced,310,1
rated,400,balanced,311,1
rated,400,balanced,316,2
rated,400,balanced,321,1
rated,400,balanced,322,1
rated,400,balanced,323,1
rated,400,balanced,325,1
rated,400,balanced,328,1
rated,400,balanced,329,1
rated,400,balanced,330,1
rated,400,balanced,331,1
rated,400,balanced,332,1
rated,400,balanced,333,1
rated,400,balanced,335,1
rated,400,balanced,340,1
rated,400,balanced,346,1
rated,400,balanced,406,1
rated,400,balanced,501,1
rated,400,balanced,502,1
rated,400,balanced,506,1
rated,400,balanced,512,1
rated,400,balanced,513,1
rated,400,balanced,516,1
rated,400,balanced,519,1
rated,400,balanced,520,1
rated,400,balanced,522,1
rated,400,balanced,525,1
rated,400,balanced,526,1
rated,400,balanced,527,1
rated,400,balanced,528,1
rated,400,balanced,529,1
rated,400,balanced,552,1
rated,400,balanced,553,1
rated,400,balanced,558,1
rated,400,balanced,559,1
rated,400,balanced,568,4
rated,400,balanced,570,11
rated,400,balanced,575,19
rated,400,balanced,576,1
rated,400,balanced,582,1
rated,400,balanced,584,1
rated,400,balanced,587,1
rated,400,balanced,588,1
rated,400,balanced,589,1
rated,400,balanced,592,1
rated,400,balanced,595,1
rated,400,balanced,596,7
rated,400,balanced,598,1
