zone_id,n_stations,capacity_points,mean_points_per_station,max_points_per_station,centroid_lon,centroid_lat,area_m2,perimeter_m,station_density,points_density,shape_index
347,4,29,7.25,12,113.93856025,22.52003075,2444494.523,6236.0308,1.6363301133892538,11.86339332207209,3.9885378455833194
348,1,33,33.0,33,113.950976,22.52246,3082857.139,11446.4803,0.3243744211658067,10.704355898471622,6.519214417738144
406,2,14,7.0,8,114.2769395,22.587496,6405791.042,22521.9338,0.31221748990668996,2.1855224293468294,8.898550996920038
408,6,57,9.5,16,114.307996,22.597927833333333,4386485.281,13001.8672,1.367837714169227,12.994458284607656,6.207938240062143
501,5,47,9.4,36,113.8851516,22.5533188,2835686.366,7877.3746,1.7632415417833975,16.574470492763936,4.677915803594504
502,5,100,20.0,39,113.873949,22.555547400000002,2548617.816,6842.3294,1.9618476998043552,39.23695399608711,4.285994610464034
506,8,162,20.25,97,113.906922375,22.571196875,3296103.406,7796.8479,2.42710831991416,49.14894347826174,4.294559737094304
508,8,76,9.5,13,113.891567625,22.577336875,2793041.383,6587.1241,2.8642611773289293,27.210481184624825,3.9414603342600714
511,2,15,7.5,9,113.9028995,22.591853999999998,4814293.824,13647.0529,0.41542956726689395,3.1157217545017044,6.2197449877232165
512,11,86,7.818181818181818,32,113.88477954545455,22.586916545454546,2388020.447,6230.0719,4.6063257179472545,36.01309197667854,4.031568453743013
513,14,171,12.214285714285714,30,113.86202557142857,22.614470214285713,7294701.075,12584.9552,1.9192013293019001,23.441673379330354,4.659592353717516
516,1,71,71.0,71,113.864174,22.625239,1485980.953,5828.7387,0.6729561357977918,47.77988564164322,4.781541892692635
519,14,223,15.928571428571429,45,113.857816,22.593296428571428,4604265.238,8854.3041,3.0406588839528537,48.433352222963315,4.126427951766842
520,3,124,41.333333333333336,98,113.83939366666668,22.600624333333332,3111930.817,7352.3793,0.9640317142050399,39.84664418714165,4.167858220227673
522,6,86,14.333333333333334,34,113.8492895,22.607952666666666,1956536.412,6419.1707,3.0666436684746965,43.95522591480398,4.589178574546484
525,7,96,13.714285714285714,18,113.8759962857143,22.56204442857143,1721567.81,5219.8913,4.066061156196921,55.76312442784348,3.97831706300379
526,14,262,18.714285714285715,75,113.86123428571429,22.57084371428571,3175053.094,7269.63,4.409375083036013,82.51830512538825,4.079780625875488
527,5,146,29.2,42,113.85067079999999,22.5735602,2104763.882,6132.2759,2.375563379227542,69.36645067344422,4.226880743233917
528,4,33,8.25,12,113.87249075,22.5790635,1606363.081,5175.1166,2.490097069156932,20.54330082054469,4.0831777125968065
529,3,48,16.0,24,113.860834,22.615499666666665,988491.3026,4061.4337,3.0349280687742897,48.558849100388635,4.085008286604069
552,2,49,24.5,36,113.815313,22.663619500000003,3220526.259,8122.5987,0.621016516915784,15.214904664436707,4.526177433404277
553,1,22,22.0,22,113.806076,22.673562,3375350.041,8497.3686,0.2962655688604475,6.517842514929845,4.625141761814943
558,2,28,14.0,22,113.7864865,22.730719,3927542.045,8189.3687,0.5092243385519251,7.12914073972695,4.1322824882276965
559,1,20,20.0,20,113.784724,22.714121,5726523.056,9624.5755,0.1746260322748974,3.492520645497948,4.021944532714659
568,1,20,20.0,20,113.87032,22.818918,3215475.578,8743.0393,0.31099598667205297,6.21991973344106,4.875731963190271
570,2,21,10.5,12,113.858122,22.772903,3371908.048,13670.3384,0.5931359845907637,6.227927838203018,7.444600616135614
575,1,17,17.0,17,113.829524,22.771198,3061268.967,7383.3287,0.32666192052375775,5.553252648903881,4.219893191823957
576,4,72,18.0,32,113.817609,22.771879,2674997.258,6996.8152,1.4953286355854651,26.91591544053837,4.277979832636906
577,1,24,24.0,24,113.84901,22.781845,1998027.015,8846.7074,0.5004937333142115,12.011849599541076,6.258654613346919
578,1,12,12.0,12,113.853058,22.766131,3262042.514,8507.0798,0.30655639701451176,3.678676764174141,4.710160415065692
580,2,20,10.0,12,113.83253049999999,22.747085,3836020.245,8158.3482,0.5213736821662681,5.213736821662681,4.165448715768933
582,4,38,9.5,12,113.83816200000001,22.71859675,3932985.579,9728.5705,1.0170390711213946,9.661871175653248,4.905551658340389
584,4,55,13.75,24,113.827349,22.73196625,2592298.944,6711.4272,1.5430319135291828,21.216688811026266,4.168428362350831
585,1,12,12.0,12,113.819553,22.747975,3455179.415,7751.1877,0.2894205712324783,3.473046854789739,4.169970205230423
587,6,132,22.0,80,113.81252166666667,22.738838833333332,2884903.761,6882.2666,2.0797920821872435,45.75542580811936,4.0519663218536595
588,4,96,24.0,55,113.81484575,22.73249925,2727566.75,6521.8358,1.4665085648224743,35.19620555573938,3.9489548344644323
589,10,105,10.5,22,113.8302956,22.722519600000002,3552752.123,7593.7928,2.814719308803295,29.5545527424346,4.028805387893412
592,2,88,44.0,78,113.81633099999999,22.7056045,3721212.728,9690.8819,0.5374591957485103,23.648204612934453,5.023669408030338
594,2,38,19.0,28,113.793772,22.729775,2044150.527,5825.1986,0.9784015284506491,18.589629040562333,4.074312157757935
595,2,137,68.5,72,113.79491999999999,22.716786,3387279.995,7579.4307,0.5904442511254521,40.44543120209347,4.118234171381008
596,2,55,27.5,44,113.789941,22.6961325,2972113.241,7335.1002,0.6729218700048852,18.505351425134343,4.2547434126463965
598,1,12,12.0,12,113.802875,22.689785,2111843.466,6822.822,0.4735199441150247,5.682239329380296,4.694973864377665
601,1,12,12.0,12,113.856308,22.730137,3716735.43,9999.2932,0.2690533181157853,3.2286398173894235,5.186668353411812
628,1,6,6.0,6,113.929314,22.663549,12588645.81,19562.2636,0.07943666182153074,0.47661997092918446,5.513528190108936
631,3,34,11.333333333333334,22,113.87834300000002,22.771046666666667,3518076.274,8817.7611,0.8527387601488937,9.664372615020795,4.701167258166756
632,3,30,10.0,20,113.89823233333334,22.788407666666668,5147714.723,11720.1593,0.5827828777294114,5.827828777294115,5.165665486449923
633,4,135,33.75,53,113.907418,22.7650505,4893360.338,9941.5617,0.8174341809528107,27.588403607157364,4.494185698867138
637,4,35,8.75,10,113.89135875,22.7282085,2816252.168,7202.4292,1.4203273575606883,12.427864378656023,4.291837087135309
638,2,22,11.0,12,113.88315499999999,22.75668,7008688.381,17023.4838,0.2853600975357732,3.1389610728935047,6.430282696054015
643,3,34,11.333333333333334,16,113.894852,22.719619333333338,2394926.299,6045.2351,1.2526481509066263,14.19667904360843,3.906313718055922
644,3,48,16.0,30,113.98983733333334,22.733961000000004,6371874.379,12247.2682,0.4708190748215628,7.533105197145005,4.8518305628585985
647,1,20,20.0,20,113.92368,22.693836,3009237.62,11105.8513,0.3323100819137041,6.646201638274082,6.402117092878836
651,1,9,9.0,9,113.97071,22.695126,8493110.293,30340.4058,0.11774249544647944,1.059682459018315,10.410893484490977
655,2,24,12.0,12,113.885616,22.766002,2070129.482,6065.6527,0.9661231422431382,11.593477706917659,4.215788211768815
656,2,50,25.0,30,113.938136,22.7519305,2187196.763,6543.4633,0.9144124725462572,22.86031181365643,4.424495357140678
659,1,18,18.0,18,113.923273,22.765474,3174568.39,7931.221,0.31500345154006903,5.670062127721242,4.451411133574546
681,3,18,6.0,6,114.05848099999999,22.591820000000002,19582807.76,44371.0454,0.15319560079264138,0.9191736047558483,10.026796037169106
682,2,50,25.0,38,114.02954399999999,22.745565,2999728.998,13066.7853,0.6667268947739792,16.668172369349477,7.544452778392594
686,7,89,12.714285714285714,18,114.03867828571428,22.741587714285714,4095817.101,8834.7365,1.709060689817165,21.729485913389667,4.365392756980719
687,2,24,12.0,12,113.9968975,22.735644999999998,2141080.163,8004.9998,0.934107949138007,11.209295389656084,5.4707247117017594
690,2,70,35.0,58,114.0300135,22.714598000000002,2237162.079,6371.2688,0.8939897644313682,31.28964175509789,4.259682242833538
691,1,35,35.0,35,114.021644,22.712304,2437980.579,8041.8648,0.41017553979456867,14.356143892809902,5.150408150499813
693,2,59,29.5,49,114.046614,22.7254815,2077408.839,5841.5498,0.9627377926064559,28.400764881890446,4.0529112701822925
698,1,9,9.0,9,114.042589,22.694073,1757928.407,5240.8532,0.5688513798503059,5.119662418652752,3.9527687089639887
699,8,54,6.75,12,114.036761375,22.599495875,4865650.274,11391.6846,1.6441789996187466,11.09820824742654,5.164371872994735
700,6,99,16.5,42,114.05394966666667,22.60354266666667,3993140.897,8827.1164,1.5025765818851344,24.79251360110472,4.417347204953581
701,2,12,6.0,6,114.0425695,22.608022499999997,1937227.779,6423.0088,1.0324031183531774,6.194418710119064,4.614749942029519
703,14,233,16.642857142857142,36,114.03262357142856,22.629491,2390710.773,6408.1774,5.8559990435112335,97.46055550986551,4.144489146947537
704,8,141,17.625,45,114.020655875,22.631097625,2667446.69,7542.2302,2.9991227303590464,52.85953812257819,4.6179785279718555
705,6,52,8.666666666666666,12,114.03187333333334,22.636864833333334,1813268.435,5717.1269,3.3089419548628496,28.677496942144696,4.245675340716061
706,3,30,10.0,12,114.058037,22.633349666666664,1620469.203,5810.2154,1.8513156525567118,18.51315652556712,4.564275412811083
708,3,31,10.333333333333334,20,114.04176266666667,22.655284666666663,2314260.281,7930.6674,1.2963105423490608,13.395208937606961,5.213190987050583
709,7,56,8.0,24,114.02467,22.65232028571429,1783667.661,5263.5265,3.9244979056667435,31.395983245333948,3.941121688502393
710,7,83,11.857142857142858,32,114.01853271428571,22.644652428571426,2300824.352,6199.3119,3.0423878267435867,36.074027088531096,4.086972866996335
711,3,34,11.333333333333334,16,114.02091200000001,22.662835,1287001.459,4552.2006,2.3309996884782085,26.417996469419695,4.012655466559724
712,5,50,10.0,12,114.0304466,22.6620786,1698428.457,5725.5441,2.94389791892188,29.438979189218802,4.393323011628218
715,2,16,8.0,10,113.998872,22.6975545,8387250.892,27715.6687,0.23845715667187886,1.907657253375031,9.570079468379427
716,6,135,22.5,58,114.07622450000001,22.618183166666668,3953361.236,10287.7371,1.517695864815729,34.14815695835391,5.174121320950245
718,2,15,7.5,12,114.00124550000001,22.667450000000002,1409007.192,4689.9141,1.4194391706128353,10.645793779596264,3.9510114052881793
719,1,6,6.0,6,113.990661,22.67163,804972.9017,3840.3455,1.2422778430033206,7.453667058019923,4.280353796101499
724,8,180,22.5,61,114.009891875,22.637627000000002,3009520.087,7023.5202,2.6582311361060538,59.810200562386214,4.048612509145804
728,2,22,11.0,12,114.078481,22.707179,2906448.276,9193.1807,0.6881250963641784,7.569376060005962,5.392429766673026
729,3,39,13.0,20,114.07449033333334,22.684860666666665,6670069.766,11514.3675,0.4497704079936605,5.847015303917587,4.458357584611584
731,5,60,12.0,22,114.04467700000001,22.671917,1835070.131,6250.9573,2.724691506626675,32.6962980795201,4.614452704586242
732,1,15,15.0,15,114.058219,22.671338,1776970.564,5255.3801,0.5627555235068036,8.441332852602054,3.9424302221217533
733,6,130,21.666666666666668,106,114.0669435,22.69014816666667,2481179.59,7174.9789,2.418204641123942,52.39443389101875,4.555033005880155
737,3,36,12.0,18,114.07997733333333,22.651767333333336,3617574.403,8627.699,0.8292849478125854,9.951419373751026,4.5361379040309755
741,3,38,12.666666666666666,16,114.07096733333333,22.661147999999997,1730424.55,6748.1897,1.7336785934989192,21.95992885098631,5.129924208018783
744,6,71,11.833333333333334,18,114.067163,22.651522999999997,1959295.442,5744.6718,3.062325298871389,36.23751603664477,4.10407470881923
745,1,16,16.0,16,114.064988,22.625688,1894595.779,5606.8399,0.5278170737442565,8.445073179908103,4.073426388848409
746,7,115,16.428571428571427,38,114.07062657142856,22.61939942857143,2192296.906,7932.7135,3.192998165915397,52.45639844003866,5.35762218171963
751,4,72,18.0,30,114.05778225,22.69471575,3464267.985,7967.6888,1.1546450844217817,20.783611519592068,4.2808166094855515
771,1,24,24.0,24,114.233941,22.6325,12782458.41,22007.842,0.07823221229631992,1.877573095111678,6.155598218764022
773,2,40,20.0,28,114.1563195,22.619512,5552511.973,12825.0707,0.3601973322570627,7.203946645141254,5.44270776068438
775,1,26,26.0,26,114.095187,22.704937,6156034.79,14881.8362,0.16244222687376983,4.223497898718016,5.997993452129159
777,6,121,20.166666666666668,60,114.14052266666666,22.6999295,5007215.483,18370.0512,1.1982707795122065,24.165127386829496,8.209415292523357
781,3,35,11.666666666666666,12,114.12193166666667,22.677607,2772840.386,8109.9944,1.0819230761160732,12.622435888020854,4.870326973329102
783,2,24,12.0,12,114.0899555,22.636938999999998,5209052.488,16379.337,0.3839469854848581,4.607363825818297,7.176570436449561
790,4,32,8.0,13,114.22671299999999,22.673329250000002,5068093.869,11431.6289,0.7892513641996238,6.314010913596991,5.077919276751645
792,1,6,6.0,6,114.208073,22.648985,5066749.67,9724.6104,0.19736518776938114,1.184191126616287,4.320236155392273
795,4,102,25.5,70,114.10701375,22.62588525,4395377.728,8621.4278,0.9100469282807451,23.206196671159,4.112265005007871
799,6,83,13.833333333333334,34,114.11760916666667,22.609628166666667,1586836.276,6331.4115,3.7811084172618195,52.30533310545517,5.02613883365101
802,4,58,14.5,34,114.114147,22.6518485,3837343.785,8473.1771,1.0423877098621748,15.114621793001534,4.325446345753154
804,2,47,23.5,40,114.13045149999999,22.644137,2317791.153,6274.082,0.8628905142774959,20.277927085521153,4.121098928568715
805,1,12,12.0,12,114.117167,22.648621,3998873.92,9830.5667,0.25007039981895707,3.0008447978274844,4.9159753714011725
809,3,68,22.666666666666668,56,114.12142633333333,22.69143766666667,2206183.516,6278.6549,1.359814348281986,30.822458561058347,4.227131861751851
832,2,36,18.0,30,114.294279,22.7242345,3001727.259,8076.2424,0.6662830522005131,11.993094939609236,4.661478986524713
842,5,90,18.0,56,114.30530759999999,22.770557200000002,5338909.793,10273.514,0.9365207868010142,16.857374162418257,4.446238199732612
844,1,66,66.0,66,114.270844,22.75975,3940343.881,8250.3926,0.2537849563896984,16.749807121720096,4.156306368274592
848,1,12,12.0,12,114.316163,22.69996,4956530.57,22413.3337,0.20175402650648838,2.421048318077861,10.06740552121367
849,4,74,18.5,32,114.259614,22.74579975,3877029.488,8609.9494,1.031717713878786,19.08677770675754,4.372713738944502
851,5,142,28.4,45,114.2619784,22.6830998,4385532.256,9765.0806,1.1401124671148695,32.3791940660623,4.662992076038872
852,1,8,8.0,8,114.262472,22.688209,3877516.449,14664.6665,0.25789703619642856,2.0631762895714285,7.447240282141395
855,19,186,9.789473684210526,30,114.22670015789474,22.72660657894737,5170043.493,12077.4483,3.675017439548647,35.976486513476225,5.311633346792945
858,5,138,27.6,38,114.2305254,22.7467436,5503741.641,11348.3398,0.908472876479632,25.073851390837845,4.837303224626097
862,2,36,18.0,24,114.26138800000001,22.696682,7985257.081,12642.715,0.2504615668240375,4.508308202832675,4.4739991435397926
881,1,88,88.0,88,114.35166,22.665823,49933877.0,42393.5535,0.020026484224327304,1.7623306117408026,5.999322075820209
882,1,15,15.0,15,114.288926,22.667192,5099847.146,10175.0338,0.19608430828840373,2.941264624326056,4.505648217813381
883,2,12,6.0,6,114.3132215,22.673507,3801552.982,7932.1752,0.5261007828826308,3.1566046972957853,4.0682887919300175
887,1,36,36.0,36,114.400987,22.702903,2567051.85,7214.2561,0.38955192899590246,14.023869443852488,4.5027126761926155
888,6,140,23.333333333333332,48,114.33252499999999,22.682576166666667,5537672.589,9316.3411,1.083487675294918,25.281379090214756,3.958965741159217
890,1,18,18.0,18,114.346185,22.689176,2334377.899,6300.1438,0.4283796554227058,7.7108337976087045,4.123489384625051
891,1,54,54.0,54,114.377207,22.705926,3280787.594,11325.9871,0.30480485900057325,16.459462386030957,6.25297951074491
893,3,18,6.0,6,114.36544199999999,22.757857333333334,4856654.244,12247.6593,0.6177091984067541,3.7062551904405243,5.557564397833776
895,1,45,45.0,45,114.385619,22.75174,4408375.899,8891.0158,0.22684090987495892,10.207840944373151,4.234596871465782
897,3,35,11.666666666666666,21,114.405625,22.752684000000002,5361964.366,18807.9718,0.55949644481468,6.527458522837933,8.122318271208103
900,2,12,6.0,9,114.343377,22.707062,1816683.418,6778.0821,1.100907279817534,6.605443678905203,5.028832829757828
901,4,17,4.25,6,114.377404,22.72806575,6342075.908,10202.1945,0.6307083134962692,2.680510332359144,4.051145868676323
902,3,70,23.333333333333332,35,114.345418,22.707824,4505885.676,9955.6901,0.6657958536274234,15.53523658463988,4.690091172198953
903,2,57,28.5,43,114.36940849999999,22.7038135,4927031.056,9407.5151,0.40592396866759267,11.568833107026391,4.238208071225646
904,3,54,18.0,30,114.39763233333333,22.704449999999998,4355587.034,8613.2357,0.6887705323259073,12.397869581866333,4.127080914583127
937,2,22,11.0,12,114.488429,22.521904,33292904.11,37959.511,0.06007286097337695,0.6608014707071463,6.578770997739038
943,2,21,10.5,12,114.41709850000001,22.629431,9124862.302,14879.4286,0.21918138968098594,2.301404591650352,4.925758256817985
958,5,45,9.0,14,113.92951359999999,22.578052800000002,3875149.414,8824.1218,1.290272829722689,11.612455467504201,4.4825719373770685
965,2,129,64.5,102,114.102324,22.619153,2314407.81,7063.4493,0.8641519404482134,55.737800158909764,4.642980814986684
966,6,185,30.833333333333332,80,114.106511,22.617246333333338,1425854.119,5816.7721,4.208004114900621,129.74679354276915,4.871295791236704
967,2,24,12.0,12,114.104551,22.599241,2112146.912,6677.5519,0.9469038297654173,11.362845957185009,4.5946793744696315
969,5,50,10.0,14,114.12795559999999,22.6201388,3170710.887,7130.9504,1.576933431710893,15.76933431710893,4.004691756201776
972,5,75,15.0,25,114.1384734,22.6255462,3721386.909,9036.2847,1.343585099390696,20.15377649086044,4.684222250657809
974,9,123,13.666666666666666,34,114.14530766666667,22.617926333333333,3645556.363,8076.6812,2.4687589777363157,33.73970602906298,4.230103877219058
975,1,18,18.0,18,114.178269,22.646553,1463496.274,5985.9811,0.6832952141837841,12.299313855308114,4.9481121077623795
977,1,29,29.0,29,114.188232,22.651583,1550479.033,6397.0175,0.6449619625394831,18.70389691364501,5.1374142965960505
979,1,16,16.0,16,114.188201,22.625585,2649581.015,8304.9,0.3774181632260827,6.038690611617323,5.1020628690610765
981,3,49,16.333333333333332,42,114.20270533333333,22.64660333333333,975840.3762,4901.057,3.074273286049342,50.21313033880591,4.9613556682300155
982,3,18,6.0,6,114.20376266666666,22.643632333333333,2691789.038,7113.0473,1.114500415021008,6.687002490126048,4.33546002891069
983,2,17,8.5,11,114.1741395,22.6434555,1888643.732,5705.0197,1.0589609708349166,9.001168252096791,4.151280960274154
984,2,16,8.0,12,114.18303449999999,22.645964499999998,778495.0036,3545.5354,2.569059519651874,20.552476157214993,4.018406902016761
986,3,125,41.666666666666664,57,114.18623666666667,22.636564333333336,769679.6783,3634.2369,3.897725358458382,162.40522326909925,4.14245904683273
987,3,45,15.0,26,114.20602733333334,22.656640999999997,1236892.148,4980.1256,2.425433781636392,36.38150672454588,4.47789988557909
988,4,55,13.75,30,114.19203825,22.64730075,1456138.029,5301.7519,2.746992332002339,37.77114456503216,4.393575851998897
989,10,132,13.2,32,114.2210881,22.715404799999998,3962482.638,8443.4017,2.523670363650436,33.312448800185756,4.241639604300387
991,4,17,4.25,6,114.222763,22.6989565,2042090.685,6723.8525,1.9587768698920438,8.324801697041186,4.705227923232844
996,8,119,14.875,74,114.233526875,22.70280625,3332901.035,8707.1443,2.400311295171715,35.70463051567926,4.769408625700465
998,9,118,13.11111111111111,24,114.2550988888889,22.713579444444445,2224244.443,6123.8623,4.046317853383528,53.05172296658403,4.106143847021891
1000,14,194,13.857142857142858,35,114.27001507142857,22.720007071428572,3087207.766,7337.7328,4.5348421813992035,62.83995594224611,4.176177642905093
1009,11,207,18.818181818181817,50,114.25156745454545,22.72808081818182,2328654.219,6744.9157,4.723758431049397,88.89254502065684,4.420017853285296
1011,41,332,8.097560975609756,36,114.23831753658536,22.72097982926829,3421698.003,7673.3309,11.982354948932645,97.02784983038143,4.148232490128884
1015,4,96,24.0,36,113.88675525,22.509709,3169359.988,7559.4103,1.2620844634705473,30.290027123293132,4.2462164909489895
1026,5,77,15.4,54,114.0805398,22.6322584,1981578.967,5713.9732,2.52324034684811,38.8579013414609,4.0591257628100665
1029,1,36,36.0,36,113.824374,22.647778,29682209.72,25724.1136,0.033690214085583925,1.2128477070810213,4.721633833504567
1031,7,151,21.571428571428573,82,113.83841,22.635136714285714,4911242.789,9786.1921,1.4253011509995621,30.745781971561986,4.415887843720966
1043,6,68,11.333333333333334,20,114.20688150000001,22.708142166666665,4562149.5,8984.106,1.3151695269959915,14.905254639287906,4.206201858436324
1049,4,200,50.0,72,114.30290525,22.72128875,2637266.704,7643.4291,1.5167218370190292,75.83609185095146,4.706642537759582
1060,5,40,8.0,12,113.9832488,22.7446202,34964720.95,33716.4193,0.14300128427022382,1.1440102741617906,5.7019894949669325
1061,11,99,9.0,34,114.04751390909091,22.545708,2035755.887,6325.4674,5.403398349597896,48.63058514638106,4.433327064480308
1062,11,102,9.272727272727273,28,114.05433709090909,22.536575818181817,2070174.516,6908.7072,5.313561690081204,49.2712083989348,4.80168104167895
1066,8,40,5.0,12,113.914894125,22.523233,1577892.982,5119.3013,5.0700523364137755,25.35026168206888,4.0754157425988655
1067,4,49,12.25,24,113.90937875,22.51269475,1524820.262,5840.3244,2.6232599996759483,32.13493499603037,4.729635187627066
1068,16,227,14.1875,64,113.91845175,22.516911,1405268.834,5460.2638,11.385721801327588,161.53492805633516,4.606105890880367
