timestamp,occupancy,volume,volume_11kw,duration,e_price,s_price,utilisation,total_capacity_points
2022-09-02 12:00:00,4094,82235.5,29758.2,3176.58,0.961085,0.742403,0.233516,17532
2022-09-02 13:00:00,4843,78727.7,29928.4,3236.42,0.959392,0.742931,0.276238,17532
2022-09-02 14:00:00,4623,56841.4,25768.5,3082.5,0.999209,0.692888,0.263689,17532
2022-09-02 15:00:00,3886,43692.1,22652.2,2755.42,1.00615,0.683067,0.221652,17532
2022-09-02 16:00:00,3927.5,46281.1,22964.8,2787,1.01616,0.674031,0.224019,17532
2022-09-02 17:00:00,3858,53742.6,24091.5,2816.5,0.990755,0.698972,0.220055,17532
2022-09-02 18:00:00,3841,56396.4,24314.9,3021.5,0.989763,0.697107,0.219085,17532
2022-09-02 19:00:00,4195,62137.8,27666,3459.5,0.972635,0.695263,0.239277,17532
2022-09-02 20:00:00,4718,68411.7,30412.3,3911.42,0.974032,0.687919,0.269108,17532
2022-09-02 21:00:00,5229,69243.4,32260.3,4213.83,0.961355,0.684317,0.298255,17532
2022-09-02 22:00:00,5541,70028.7,33489.4,4406.58,0.959634,0.683853,0.316051,17532
2022-09-02 23:00:00,5519.5,77211.5,34818.1,4682.58,0.940888,0.702191,0.314824,17532
2022-09-03 00:00:00,5484,114091,37887.5,4269.42,0.899323,0.75882,0.312799,17532
2022-09-03 01:00:00,5682,119909,39774.5,4397.75,0.89807,0.760168,0.324093,17532
2022-09-03 02:00:00,5376,100483,38151.1,4209.08,0.89807,0.761331,0.306639,17532
2022-09-03 03:00:00,5272,88357.8,37721.6,4136.25,0.89807,0.761331,0.300707,17532
2022-09-03 04:00:00,5235,83311.4,34795.8,4084,0.898652,0.762216,0.298597,17532
2022-09-03 05:00:00,5303,85242.6,32805.5,4086,0.898652,0.762216,0.302475,17532
2022-09-03 06:00:00,5187,87123.3,32598.7,4076.83,0.898652,0.762216,0.295859,17532
2022-09-03 07:00:00,5208,94285.1,32324.5,4060,0.911288,0.759415,0.297057,17532
2022-09-03 08:00:00,5152,78583.2,30340.7,3855.25,0.954405,0.743413,0.293863,17532
2022-09-03 09:00:00,4990,66678.9,29385,3700.58,0.968687,0.717798,0.284622,17532
2022-09-03 10:00:00,4707,59473.8,26891.8,3580.5,0.999693,0.703956,0.26848,17532
2022-09-03 11:00:00,4628,59664.9,26434,3513.42,1.00036,0.702677,0.263974,17532
2022-09-03 12:00:00,4774,70440.5,27481.1,3561,0.961636,0.740292,0.272302,17532
2022-09-03 13:00:00,4717,68207.3,27103.8,3555.92,0.956301,0.742384,0.269051,17532
2022-09-03 14:00:00,4624,59206.5,25701.2,3469.33,0.997586,0.704493,0.263746,17532
2022-09-03 15:00:00,4560,56818.3,25272.2,3411.75,1.01037,0.681896,0.260096,17532
2022-09-03 16:00:00,4629,56773.8,24952.6,3365.42,1.01057,0.681489,0.264031,17532
2022-09-03 17:00:00,4572,58789.7,26537.5,3321.58,0.989751,0.700179,0.26078,17532
2022-09-03 18:00:00,4459,59715.7,25045.8,3307,0.988537,0.698925,0.254335,17532
2022-09-03 19:00:00,4443,62116.3,25276.3,3328.58,0.970328,0.690079,0.253422,17532
2022-09-03 20:00:00,4455,62714,25236.8,3319.83,0.968687,0.691495,0.254107,17532
2022-09-03 21:00:00,4481,60303.4,25238.1,3287.75,0.956278,0.687826,0.25559,17532
2022-09-03 22:00:00,4452,56946.9,24681.9,3270.92,0.956187,0.687802,0.253936,17532
2022-09-03 23:00:00,4422,60010.4,25007.1,3313.75,0.942903,0.701086,0.252225,17532
2022-09-04 00:00:00,4465,83616.4,27675.5,3477.67,0.902107,0.758494,0.254677,17532
2022-09-04 01:00:00,4573,77122.3,27654.8,3452.08,0.898652,0.762216,0.260837,17532
2022-09-04 02:00:00,4531,66854.6,26337.7,3393,0.898652,0.762216,0.258442,17532
2022-09-04 03:00:00,4525,59151.7,25397.1,3331,0.898652,0.762216,0.258099,17532
2022-09-04 04:00:00,4469,59619.9,25419.3,3337.33,0.898652,0.762216,0.254905,17532
2022-09-04 05:00:00,4462,64733.8,26314.7,3361,0.898652,0.762216,0.254506,17532
2022-09-04 06:00:00,4503,70180.9,26797.5,3382.25,0.898652,0.762216,0.256845,17532
2022-09-04 07:00:00,4611,68909.7,26140.1,3342,0.915107,0.75791,0.263005,17532
2022-09-04 08:00:00,4586,59137.2,24881.9,3225.75,0.952651,0.744546,0.261579,17532
2022-09-04 09:00:00,4267,52239.2,23898.6,3135.92,0.967744,0.719689,0.243384,17532
2022-09-04 10:00:00,4278,49097.5,23546.8,3067.67,0.999416,0.703843,0.244011,17532
2022-09-04 11:00:00,4288,47447.9,23337.8,3039.67,1.00038,0.702187,0.244581,17532
2022-09-04 12:00:00,4170,57662,23890.3,3102.08,0.958417,0.74157,0.237851,17532
2022-09-04 13:00:00,4248,56034.1,24068.1,3100.25,0.956301,0.742384,0.2423,17532
2022-09-04 14:00:00,4203,48642.6,22985.3,3033.5,0.998017,0.704803,0.239733,17532
2022-09-04 15:00:00,4222,44782.9,21877.9,2980,1.01051,0.681493,0.240817,17532
2022-09-04 16:00:00,4151,46772.9,21889.9,2981.58,1.01051,0.681493,0.236767,17532
2022-09-04 17:00:00,4166,51444.2,24635.1,3012.83,0.98921,0.698848,0.237623,17532
2022-09-04 18:00:00,4185,49451.1,23260.9,3035.67,0.98921,0.698725,0.238706,17532
2022-09-04 19:00:00,4485,52902.4,23977,3096.58,0.969404,0.691511,0.255818,17532
2022-09-04 20:00:00,4263,52048.9,23431,3107.25,0.968687,0.691495,0.243155,17532
2022-09-04 21:00:00,4241,49587.9,23571.8,3126.92,0.956944,0.68799,0.241901,17532
2022-09-04 22:00:00,4368,52365.2,24121.2,3164.58,0.956187,0.687802,0.249144,17532
2022-09-04 23:00:00,4284,55280,24738.4,3211.92,0.94105,0.702939,0.244353,17532
2022-09-05 00:00:00,4358,82891.4,27176.9,3398.33,0.90218,0.757982,0.248574,17532
2022-09-05 01:00:00,4565,82086.2,26934.8,3416.67,0.898652,0.762216,0.260381,17532
2022-09-05 02:00:00,4492,72619.9,26308.6,3356.25,0.898652,0.762216,0.256217,17532
2022-09-05 03:00:00,4436,67082.8,25939.8,3327,0.898652,0.762216,0.253023,17532
2022-09-05 04:00:00,4416.5,67926.5,25549,3326.58,0.898652,0.762216,0.251911,17532
2022-09-05 05:00:00,4462,77114.1,26693.7,3371,0.898652,0.762216,0.254506,17532
2022-09-05 06:00:00,4557,92058.5,27789.5,3423.42,0.898652,0.762216,0.259925,17532
2022-09-05 07:00:00,4474,93929.8,27252.6,3164.17,0.91486,0.757916,0.255191,17532
2022-09-05 08:00:00,3988,65793.2,26240.9,2800.92,0.954131,0.7437,0.22747,17532
2022-09-05 09:00:00,3840,55279.2,25240.8,2746.08,0.968017,0.719136,0.219028,17532
2022-09-05 10:00:00,3923,45868,21271.3,2692.58,0.999606,0.703815,0.223762,17532
2022-09-05 11:00:00,3910,42575,21309.5,2707,1.00036,0.702216,0.223021,17532
2022-09-05 12:00:00,3925,79158.3,28357.7,2958.5,0.960914,0.74119,0.223876,17532
2022-09-05 13:00:00,4246,82679.9,27792.4,2989.5,0.956301,0.742384,0.242186,17532
2022-09-05 14:00:00,3974,53696,23432.1,2766.83,1.00012,0.704535,0.226671,17532
2022-09-05 15:00:00,4013,47861.7,21735.8,2685.83,1.01128,0.682659,0.228896,17532
2022-09-05 16:00:00,3892,48548.3,21812.8,2700.58,1.01203,0.681156,0.221994,17532
2022-09-05 17:00:00,3977,57110.9,24887.6,2753.75,0.989306,0.701163,0.226842,17532
2022-09-05 18:00:00,3969,60552.4,24210.2,2919,0.988862,0.69884,0.226386,17532
2022-09-05 19:00:00,4337,73851.6,27933.8,3480,0.969178,0.691095,0.247376,17532
2022-09-05 20:00:00,4805,76002.2,29682.4,3830.83,0.968687,0.691495,0.27407,17532
2022-09-05 21:00:00,5078,76087.6,31298.8,4009.83,0.95683,0.688026,0.289642,17532
2022-09-05 22:00:00,5184,77601.7,32389.7,4115.25,0.956187,0.687802,0.295688,17532
2022-09-05 23:00:00,5376,81298,32124.7,4215.67,0.940264,0.703725,0.306639,17532
2022-09-06 00:00:00,5555,129258,42703.9,4621.83,0.902499,0.757404,0.316849,17532
2022-09-06 01:00:00,5865,130778,44539.2,4662.5,0.898652,0.762216,0.334531,17532
2022-09-06 02:00:00,5786,108653,42112.6,4524.67,0.898652,0.762216,0.330025,17532
2022-09-06 03:00:00,5571,95025.2,40673.6,4418.67,0.898519,0.762216,0.317762,17532
2022-09-06 04:00:00,5498,93284.7,38454,4403.17,0.898519,0.762216,0.313598,17532
2022-09-06 05:00:00,5550,94937.4,36989.1,4407,0.898519,0.762216,0.316564,17532
2022-09-06 06:00:00,5661,105640,36096.9,4413.25,0.898519,0.762216,0.322895,17532
2022-09-06 07:00:00,5360,109935,33848.4,3983.08,0.912611,0.75911,0.305727,17532
2022-09-06 08:00:00,4569,73680.8,28700.7,3246.08,0.949842,0.745583,0.260609,17532
2022-09-06 09:00:00,4276,56257.4,25909.1,2961.67,0.968555,0.717798,0.243897,17532
2022-09-06 10:00:00,3945,47042.8,22695.2,2774.17,0.999153,0.706698,0.225017,17532
2022-09-06 11:00:00,3968,44789.7,22427.5,2735.25,1.00155,0.701884,0.226329,17532
2022-09-06 12:00:00,3929,80021.3,28223.1,2988.5,0.960253,0.741477,0.224104,17532
2022-09-06 13:00:00,4210,82329,27658.7,2985.92,0.956169,0.742384,0.240132,17532
2022-09-06 14:00:00,3965,57111.5,24258,2734.75,0.999758,0.704467,0.226158,17532
2022-09-06 15:00:00,3857,52299.4,23245,2610.25,1.01125,0.681293,0.219998,17532
2022-09-06 16:00:00,3851,54724.9,23742.9,2648.83,1.01125,0.681293,0.219655,17532
2022-09-06 17:00:00,3927,59749.8,24343.9,2692.75,0.988647,0.700438,0.22399,17532
2022-09-06 18:00:00,3982,62423.9,22840.6,2881.17,0.988741,0.698825,0.227128,17532
2022-09-06 19:00:00,4552.5,71349.7,27627.2,3382.83,0.972346,0.693345,0.259668,17532
2022-09-06 20:00:00,4991,70930.1,28452.8,3709.42,0.969631,0.691825,0.284679,17532
2022-09-06 21:00:00,5082,71352.4,29871.3,3888.92,0.957975,0.688306,0.28987,17532
2022-09-06 22:00:00,5191,73207.5,31415,4051,0.957131,0.688132,0.296087,17532
2022-09-06 23:00:00,5481,81963.4,31926.7,4228.58,0.940923,0.70434,0.312628,17532
2022-09-07 00:00:00,5622,131663,42311.8,4627.67,0.902885,0.758106,0.320671,17532
2022-09-07 01:00:00,5781,125688,43022.9,4609.58,0.899596,0.762545,0.32974,17532
2022-09-07 02:00:00,5699,102909,40613.2,4485.83,0.899057,0.762647,0.325063,17532
2022-09-07 03:00:00,5623,94827.5,38610.6,4426.92,0.899057,0.762647,0.320728,17532
2022-09-07 04:00:00,5555,95964,38322.1,4439.5,0.899057,0.762647,0.316849,17532
2022-09-07 05:00:00,5589,96774.9,36265.9,4427.42,0.899057,0.762647,0.318788,17532
2022-09-07 06:00:00,5732,106808,36570.6,4450,0.899057,0.762647,0.326945,17532
2022-09-07 07:00:00,5478,109342,33942.4,4045.17,0.916337,0.758136,0.312457,17532
2022-09-07 08:00:00,4604,71685.2,28297.9,3216,0.955145,0.74395,0.262606,17532
2022-09-07 09:00:00,4129,58044.2,26039.4,2954.17,0.969415,0.71855,0.235512,17532
2022-09-07 10:00:00,3939,47521.1,23193.6,2772.08,0.999562,0.703702,0.224675,17532
2022-09-07 11:00:00,3998,40849.4,22683.8,2708.42,1.00159,0.701774,0.22804,17532
2022-09-07 12:00:00,4029,74289.8,27970.8,2931.5,0.95998,0.742054,0.229808,17532
2022-09-07 13:00:00,4205,76491.8,27179.5,2904.17,0.957245,0.742713,0.239847,17532
2022-09-07 14:00:00,3848,50644.3,22688.4,2651,0.997902,0.706133,0.219484,17532
2022-09-07 15:00:00,3745,49786.6,22422.3,2589.58,1.01243,0.680813,0.213609,17532
2022-09-07 16:00:00,3722,49820.2,22668.2,2596.08,1.01243,0.680813,0.212298,17532
2022-09-07 17:00:00,3712,57385.2,24544.6,2641.17,0.99147,0.69882,0.211727,17532
2022-09-07 18:00:00,3800,60336,23674.1,2819.17,0.990154,0.699055,0.216747,17532
2022-09-07 19:00:00,4196,66504.6,26711.8,3332.75,0.972676,0.689789,0.239334,17532
2022-09-07 20:00:00,4787.5,71986.9,29910.9,3741.67,0.970059,0.690961,0.273072,17532
2022-09-07 21:00:00,4937,72290.4,30601.7,3930,0.957314,0.687208,0.281599,17532
2022-09-07 22:00:00,5096,70230.8,30916,4080.42,0.957131,0.687162,0.290668,17532
2022-09-07 23:00:00,5253,76850.4,32474.5,4238.25,0.940519,0.703774,0.299624,17532
2022-09-08 00:00:00,5577,132009,42812.1,4675.58,0.901073,0.759883,0.318104,17532
2022-09-08 01:00:00,5821,132452,43874.6,4705.58,0.899057,0.762647,0.332021,17532
2022-09-08 02:00:00,5696,110457,41676.9,4581.17,0.899057,0.762647,0.324892,17532
2022-09-08 03:00:00,5628,100572,39858.3,4515.83,0.899057,0.762647,0.321013,17532
2022-09-08 04:00:00,5799,95908.5,37035.3,4466.08,0.899057,0.762647,0.330767,17532
2022-09-08 05:00:00,5514,96054.2,36115.1,4472.42,0.899057,0.762647,0.314511,17532
2022-09-08 06:00:00,5641,112048,37000.6,4525.67,0.899057,0.762647,0.321755,17532
2022-09-08 07:00:00,5491,113377,33793.2,4079.5,0.915496,0.758299,0.313199,17532
2022-09-08 08:00:00,4479,75824.5,28219.9,3244.08,0.954222,0.743454,0.255476,17532
2022-09-08 09:00:00,4153,57942.9,26327.5,2947.17,0.969769,0.717847,0.236881,17532
2022-09-08 10:00:00,3898,44513.5,22122.7,2752.17,1.00166,0.703165,0.222336,17532
2022-09-08 11:00:00,3859,43269.9,21749.4,2701,1.00242,0.701567,0.220112,17532
2022-09-08 12:00:00,3928,80171.9,27293.9,2955.5,0.958198,0.74248,0.224047,17532
2022-09-08 13:00:00,4168,79308.3,27926.9,2908.25,0.957245,0.742713,0.237737,17532
2022-09-08 14:00:00,3893,54747.1,24757.1,2690,0.999694,0.704884,0.222051,17532
2022-09-08 15:00:00,3748,47802.4,22012.5,2540.42,1.01151,0.681826,0.213781,17532
2022-09-08 16:00:00,3749,50706.1,22342.8,2560.92,1.0119,0.681055,0.213838,17532
2022-09-08 17:00:00,3742,53894.4,24044.6,2637.42,0.989933,0.699064,0.213438,17532
2022-09-08 18:00:00,3833,52802.7,22168.8,2811.83,0.989405,0.699312,0.218629,17532
2022-09-08 19:00:00,4132,66274.6,27338.9,3376.92,0.970064,0.693465,0.235683,17532
2022-09-08 20:00:00,4764,70655.9,30115.1,3853.67,0.970059,0.690961,0.271732,17532
2022-09-08 21:00:00,5099,71779.6,31715.7,4148.67,0.958043,0.687329,0.29084,17532
2022-09-08 22:00:00,5381,73231.3,32942.1,4382.25,0.957131,0.687162,0.306924,17532
2022-09-08 23:00:00,5589,79408.9,34586.1,4588.42,0.940385,0.703909,0.318788,17532
2022-09-09 00:00:00,5883,130365,44221.9,5002.08,0.900757,0.758031,0.335558,17532
2022-09-09 01:00:00,6156,129037,46549.8,5038.5,0.899057,0.762647,0.351129,17532
2022-09-09 02:00:00,6046,112438,44571.9,4923.58,0.899057,0.762647,0.344855,17532
2022-09-09 03:00:00,5998,102398,43367.8,4866.67,0.899145,0.762647,0.342117,17532
2022-09-09 04:00:00,5925,100266,41818.8,4848.42,0.899145,0.762647,0.337953,17532
2022-09-09 05:00:00,6165,102325,40330.1,4846.75,0.899145,0.762647,0.351643,17532
2022-09-09 06:00:00,5942,112934,39793.1,4853.42,0.899145,0.762647,0.338923,17532
2022-09-09 07:00:00,5866,116413,36879.4,4386.42,0.916424,0.758136,0.334588,17532
2022-09-09 08:00:00,4813,76921.4,29827.6,3423.58,0.955414,0.743646,0.274527,17532
2022-09-09 09:00:00,4277,58695,27417.1,3119.33,0.969855,0.717842,0.243954,17532
2022-09-09 10:00:00,4072,47368.2,23047,2914.25,1.00209,0.703148,0.232261,17532
2022-09-09 11:00:00,4091.5,46568.9,22726.1,2856.25,1.00285,0.701392,0.233373,17532
2022-09-09 12:00:00,3996,81413.7,28916.8,3081.75,0.960435,0.741699,0.227926,17532
2022-09-09 13:00:00,4289,84199.6,28981.5,3121.92,0.957332,0.742713,0.244638,17532
2022-09-09 14:00:00,4113,59716.3,25262.5,2901.5,0.99999,0.704863,0.2346,17532
2022-09-09 15:00:00,3968,54853.2,24504.5,2790.08,1.01274,0.681583,0.226329,17532
2022-09-09 16:00:00,3934,56442.6,24460,2781.17,1.01316,0.680706,0.22439,17532
2022-09-09 17:00:00,3946,57718.3,25004.1,2732.67,0.989688,0.699985,0.225074,17532
2022-09-09 18:00:00,3992,61328.4,24907.4,2955.33,0.989569,0.699255,0.227698,17532
2022-09-09 19:00:00,4351,64492.4,27011.3,3395.5,0.972948,0.69025,0.248175,17532
2022-09-09 20:00:00,4747,64629.2,29677.7,3800.58,0.970146,0.690961,0.270762,17532
2022-09-09 21:00:00,5098,70365.7,32168.6,4141.08,0.9574,0.687266,0.290783,17532
2022-09-09 22:00:00,5353,70537.3,33834.4,4399.75,0.957218,0.687162,0.305327,17532
2022-09-09 23:00:00,5645,72371.2,33118.6,4462.25,0.943111,0.70127,0.321983,17532
2022-09-10 00:00:00,5936,129756,45054.8,5175,0.900086,0.761325,0.338581,17532
2022-09-10 01:00:00,6352,138381,48265,5296.67,0.899145,0.762647,0.362309,17532
2022-09-10 02:00:00,6500,129007,48242.5,5291.75,0.898607,0.762749,0.370751,17532
2022-09-10 03:00:00,6440,117021,46167.9,5197.17,0.898739,0.76252,0.367328,17532
2022-09-10 04:00:00,6350,114408,45930,5180.08,0.898739,0.76252,0.362195,17532
2022-09-10 05:00:00,6293,113646,43365,5154.25,0.898739,0.76252,0.358944,17532
2022-09-10 06:00:00,6331,110839,40654.1,5108.75,0.898739,0.76252,0.361111,17532
2022-09-10 07:00:00,6317,120562,41720.6,5046.58,0.916125,0.757996,0.360313,17532
2022-09-10 08:00:00,5978,88551.9,37766.3,4632,0.953261,0.744493,0.340977,17532
2022-09-10 09:00:00,5475,69862.3,33317,4229.83,0.970442,0.716476,0.312286,17532
2022-09-10 10:00:00,5066.5,55444.1,28221.4,3796.42,1.00102,0.702557,0.288986,17532
2022-09-10 11:00:00,4762,47993,25951.1,3490.42,1.00178,0.700958,0.271618,17532
2022-09-10 12:00:00,4817,65229.5,28170.1,3556.83,0.958384,0.742179,0.274755,17532
2022-09-10 13:00:00,4704,75235.6,29993.6,3641.5,0.957318,0.742554,0.268309,17532
2022-09-10 14:00:00,4652,60874.3,28187.5,3489.33,1.00206,0.703347,0.265343,17532
2022-09-10 15:00:00,4651,61000,27919.2,3430.92,1.01345,0.680809,0.265286,17532
2022-09-10 16:00:00,4509,61429.2,27345.8,3365.17,1.01399,0.67974,0.257187,17532
2022-09-10 17:00:00,4491,67562.5,28227.2,3365.08,0.990749,0.698894,0.25616,17532
2022-09-10 18:00:00,4474,66331,27278.3,3426,0.990082,0.698917,0.255191,17532
2022-09-10 19:00:00,4553,63964.4,26865.6,3484.92,0.970585,0.690863,0.259697,17532
2022-09-10 20:00:00,4641,62745.9,27321.8,3561.67,0.970442,0.690132,0.264716,17532
2022-09-10 21:00:00,4886.5,57765.1,27588.8,3684.25,0.958368,0.687456,0.278719,17532
2022-09-10 22:00:00,4902,61205.3,29452.7,3915.83,0.957204,0.686256,0.279603,17532
2022-09-10 23:00:00,5198,66895.8,30450.1,4142.08,0.940066,0.703394,0.296486,17532
2022-09-11 00:00:00,5567,107550,39412.5,4554.17,0.903925,0.75717,0.317534,17532
2022-09-11 01:00:00,5728,113924,41598.8,4632,0.898739,0.76252,0.326717,17532
2022-09-11 02:00:00,5807,100047,40119.9,4547.75,0.898739,0.76252,0.331223,17532
2022-09-11 03:00:00,5608,90644.9,38888.5,4487.5,0.898739,0.76252,0.319872,17532
2022-09-11 04:00:00,5606,86089.7,36149.1,4458.25,0.898739,0.76252,0.319758,17532
2022-09-11 05:00:00,5691,89311.9,35694.1,4460.25,0.898739,0.76252,0.324606,17532
2022-09-11 06:00:00,5578,95522,35955.7,4472.25,0.898739,0.76252,0.318161,17532
2022-09-11 07:00:00,5597,111217,37378.3,4479.75,0.915598,0.75805,0.319245,17532
2022-09-11 08:00:00,5452,86139.8,33206.5,4182,0.954968,0.743895,0.310974,17532
2022-09-11 09:00:00,5091,65726.9,29457.2,3835.42,0.9702,0.716961,0.290383,17532
2022-09-11 10:00:00,4703.5,53871.6,26357.8,3526.58,1.0014,0.702478,0.268281,17532
2022-09-11 11:00:00,4558,48994.8,25288.2,3401.5,1.00223,0.700868,0.259982,17532
2022-09-11 12:00:00,4683,66534.9,29714.6,3510.17,0.957385,0.742529,0.267112,17532
2022-09-11 13:00:00,4689,66696.7,29335.8,3528.33,0.957318,0.742554,0.267454,17532
2022-09-11 14:00:00,4529,49743.5,26247.6,3328.75,1.00127,0.702833,0.258328,17532
2022-09-11 15:00:00,4424,45455,25578.5,3252.92,1.01337,0.680067,0.252339,17532
2022-09-11 16:00:00,4493,46003.6,25367.2,3221.58,1.01346,0.679882,0.256274,17532
2022-09-11 17:00:00,4500,61165.3,27975.5,3263.58,0.989936,0.700217,0.256674,17532
2022-09-11 18:00:00,4470,56164.5,27073,3330.17,0.989555,0.699059,0.254962,17532
2022-09-11 19:00:00,4661,63080.8,27879,3557.83,0.969163,0.693178,0.265857,17532
2022-09-11 20:00:00,4800,64171.7,27954,3695.42,0.970442,0.690132,0.273785,17532
2022-09-11 21:00:00,4871,60602.6,28390.6,3856.08,0.957811,0.686411,0.277835,17532
2022-09-11 22:00:00,5104,63257.8,30203,4086.75,0.957204,0.686256,0.291125,17532
2022-09-11 23:00:00,5318,73791.1,31882.8,4306.92,0.940201,0.703259,0.303331,17532
2022-09-12 00:00:00,5639,116224,40989.4,4706.58,0.901827,0.758209,0.32164,17532
2022-09-12 01:00:00,5852,117018,42577.5,4759.75,0.898739,0.76252,0.33379,17532
2022-09-12 02:00:00,5780,105008,41590.9,4696.58,0.898739,0.76252,0.329683,17532
2022-09-12 03:00:00,5746,93408.9,39479.5,4615.83,0.898739,0.76252,0.327744,17532
2022-09-12 04:00:00,5674,88277,36171.9,4574.33,0.898739,0.76252,0.323637,17532
2022-09-12 05:00:00,5706,92115.8,36709.9,4584.25,0.898739,0.76252,0.325462,17532
2022-09-12 06:00:00,5797,99150.6,36846.6,4607.67,0.898739,0.76252,0.330653,17532
2022-09-12 07:00:00,5712,112611,38272.8,4552.75,0.915828,0.758099,0.325804,17532
2022-09-12 08:00:00,5436,85841.3,34698.8,4152.42,0.951439,0.744803,0.310062,17532
2022-09-12 09:00:00,5096,65350.8,31612.5,3821.42,0.970442,0.716476,0.290668,17532
2022-09-12 10:00:00,4789,52300,27510,3559.92,1.00128,0.702511,0.273158,17532
2022-09-12 11:00:00,4631,44527.4,26313.6,3416.75,1.00271,0.700713,0.264146,17532
2022-09-12 12:00:00,4630,73594.3,31363.1,3664.17,0.960009,0.741426,0.264089,17532
2022-09-12 13:00:00,4860,77759.8,32100.2,3729.42,0.957318,0.742554,0.277207,17532
2022-09-12 14:00:00,4712,56593.3,28063.9,3529.17,1.00051,0.705027,0.268766,17532
2022-09-12 15:00:00,4608,51745.9,27242.1,3441.83,1.01271,0.681935,0.262834,17532
2022-09-12 16:00:00,4642,53895.3,27229.8,3422.92,1.01381,0.679735,0.264773,17532
2022-09-12 17:00:00,4587,67581.8,30196.6,3496.25,0.991078,0.699015,0.261636,17532
2022-09-12 18:00:00,4740,65138.8,29285,3648.33,0.990227,0.698859,0.270363,17532
2022-09-12 19:00:00,4866,69747.6,31665.2,3931.33,0.97344,0.688732,0.27755,17532
2022-09-12 20:00:00,5194,73780.5,32251.2,4127.17,0.970442,0.690132,0.296258,17532
2022-09-12 21:00:00,5305,71972.5,32028.6,4257.08,0.957754,0.686355,0.30259,17532
2022-09-12 22:00:00,5451,73681.9,33092.4,4411.33,0.957204,0.686256,0.310917,17532
2022-09-12 23:00:00,5587,78973.2,34387.1,4547.75,0.941138,0.702322,0.318674,17532
