target,horizon,fold,family,day_of_week,n,mae,mase
volume,6,5,zone_gbm,0,13200,84.7757,0.909226
volume,6,5,zone_gbm,1,13200,80.7952,0.845809
volume,6,5,zone_gbm,2,13200,70.3501,0.803474
volume,6,5,zone_gbm,3,13200,72.29,0.800598
volume,6,5,zone_gbm,4,13200,73.3569,0.839651
volume,6,5,zone_gbm,5,13200,85.0281,0.889449
volume,6,5,zone_gbm,6,13200,87.7557,0.920694
volume,6,5,global_ridge,0,13200,84.2657,2.55807
volume,6,5,global_ridge,1,13200,83.4427,2.54043
volume,6,5,global_ridge,2,13200,83.5294,2.57052
volume,6,5,global_ridge,3,13200,82.3829,2.57747
volume,6,5,global_ridge,4,13200,83.0826,2.55408
volume,6,5,global_ridge,5,13200,87.2363,2.62482
volume,6,5,global_ridge,6,13200,93.0564,2.70757
volume,6,5,global_gbm,0,13200,51.718,0.672238
volume,6,5,global_gbm,1,13200,49.2683,0.652135
volume,6,5,global_gbm,2,13200,47.0786,0.681162
volume,6,5,global_gbm,3,13200,49.3188,0.65491
volume,6,5,global_gbm,4,13200,52.8019,0.710295
volume,6,5,global_gbm,5,13200,57.1095,0.708992
volume,6,5,global_gbm,6,13200,59.5133,0.717628
volume,6,6,last_observation,0,13200,133.77,1.13206
volume,6,6,last_observation,1,13200,139.226,1.28676
volume,6,6,last_observation,2,13200,125.178,1.18224
volume,6,6,last_observation,3,13200,132.458,1.20743
volume,6,6,last_observation,4,13200,131.978,1.19772
volume,6,6,last_observation,5,13200,138.745,1.07939
volume,6,6,last_observation,6,13200,125.321,0.850136
volume,6,6,seasonal_naive_daily,0,13200,60.1227,0.932078
volume,6,6,seasonal_naive_daily,1,13200,57.7182,0.813255
volume,6,6,seasonal_naive_daily,2,13200,66.8218,0.882918
volume,6,6,seasonal_naive_daily,3,13200,49.8959,0.711078
volume,6,6,seasonal_naive_daily,4,13200,45.9127,0.686502
volume,6,6,seasonal_naive_daily,5,13200,61.3596,0.941615
volume,6,6,seasonal_naive_daily,6,13200,59.2655,0.805657
volume,6,6,seasonal_naive_weekly,0,13200,83.2684,1.02145
volume,6,6,seasonal_naive_weekly,1,13200,80.1779,1.0288
volume,6,6,seasonal_naive_weekly,2,13200,101.896,1.17573
volume,6,6,seasonal_naive_weekly,3,13200,99.7067,1.23799
volume,6,6,seasonal_naive_weekly,4,13200,99.5312,1.28443
volume,6,6,seasonal_naive_weekly,5,13200,95.5259,1.12819
volume,6,6,seasonal_naive_weekly,6,13200,90.1741,1.06393
volume,6,6,autoregressive,0,13200,56.3022,0.804699
volume,6,6,autoregressive,1,13200,55.5436,0.724656
volume,6,6,autoregressive,2,13200,62.2755,0.778713
volume,6,6,autoregressive,3,13200,51.9584,0.681981
volume,6,6,autoregressive,4,13200,47.8927,0.678274
volume,6,6,autoregressive,5,13200,57.4756,0.771541
volume,6,6,autoregressive,6,13200,52.7943,0.665467
volume,6,6,zone_ridge,0,13200,70.8316,0.786549
volume,6,6,zone_ridge,1,13200,71.3436,0.814057
volume,6,6,zone_ridge,2,13200,79.159,0.842835
volume,6,6,zone_ridge,3,13200,75.4207,0.818501
volume,6,6,zone_ridge,4,13200,75.1871,0.81738
volume,6,6,zone_ridge,5,13200,76.6031,0.811217
volume,6,6,zone_ridge,6,13200,70.1839,0.742452
volume,6,6,zone_gbm,0,13200,70.7767,0.764375
volume,6,6,zone_gbm,1,13200,70.8884,0.775501
volume,6,6,zone_gbm,2,13200,72.9987,0.788266
volume,6,6,zone_gbm,3,13200,72.3065,0.766781
volume,6,6,zone_gbm,4,13200,72.2374,0.779218
volume,6,6,zone_gbm,5,13200,75.3219,0.798218
volume,6,6,zone_gbm,6,13200,73.9791,0.746588
volume,6,6,global_ridge,0,13200,111.394,2.6758
volume,6,6,global_ridge,1,13200,110.037,2.53733
volume,6,6,global_ridge,2,13200,113.587,2.52044
volume,6,6,global_ridge,3,13200,110.346,2.57112
volume,6,6,global_ridge,4,13200,110.1,2.58142
volume,6,6,global_ridge,5,13200,116.182,2.6081
volume,6,6,global_ridge,6,13200,108.15,2.59058
volume,6,6,global_gbm,0,13200,59.2074,0.86606
volume,6,6,global_gbm,1,13200,62.4785,0.903382
volume,6,6,global_gbm,2,13200,66.7614,0.937395
volume,6,6,global_gbm,3,13200,62.3407,0.900634
volume,6,6,global_gbm,4,13200,59.3706,0.882203
volume,6,6,global_gbm,5,13200,59.9647,0.833367
volume,6,6,global_gbm,6,13200,56.984,0.697149
volume,6,7,last_observation,0,13200,137.244,1.1337
volume,6,7,last_observation,1,13200,133.592,1.3088
volume,6,7,last_observation,2,13200,145.182,1.21928
volume,6,7,last_observation,3,13200,145.381,1.1987
volume,6,7,last_observation,4,13200,142.901,1.19249
volume,6,7,last_observation,5,13200,140.317,1.0113
volume,6,7,last_observation,6,13200,130.031,0.895419
volume,6,7,seasonal_naive_daily,0,13200,64.1673,0.925466
volume,6,7,seasonal_naive_daily,1,13200,56.917,0.831194
volume,6,7,seasonal_naive_daily,2,13200,56.996,0.790949
volume,6,7,seasonal_naive_daily,3,13200,51.2201,0.649971
volume,6,7,seasonal_naive_daily,4,13200,50.2805,0.651507
volume,6,7,seasonal_naive_daily,5,13200,61.1038,0.833899
volume,6,7,seasonal_naive_daily,6,13200,57.2543,0.736307
volume,6,7,seasonal_naive_weekly,0,13200,64.2701,0.936228
volume,6,7,seasonal_naive_weekly,1,13200,58.9368,0.863266
volume,6,7,seasonal_naive_weekly,2,13200,61.7625,0.928573
volume,6,7,seasonal_naive_weekly,3,13200,62.3629,0.969014
volume,6,7,seasonal_naive_weekly,4,13200,64.3543,0.97291
volume,6,7,seasonal_naive_weekly,5,13200,65.2196,1.00097
volume,6,7,seasonal_naive_weekly,6,13200,63.2459,0.989482
volume,6,7,autoregressive,0,13200,58.8383,0.748456
volume,6,7,autoregressive,1,13200,54.4647,0.724568
volume,6,7,autoregressive,2,13200,56.153,0.671249
volume,6,7,autoregressive,3,13200,50.0964,0.601269
volume,6,7,autoregressive,4,13200,49.5521,0.604267
volume,6,7,autoregressive,5,13200,55.0538,0.661482
volume,6,7,autoregressive,6,13200,52.4206,0.614585
volume,6,7,zone_ridge,0,13200,68.8203,0.727653
volume,6,7,zone_ridge,1,13200,68.9641,0.790419
volume,6,7,zone_ridge,2,13200,71.3023,0.75099
volume,6,7,zone_ridge,3,13200,69.4102,0.728624
volume,6,7,zone_ridge,4,13200,70.2148,0.712268
volume,6,7,zone_ridge,5,13200,68.8447,0.713648
volume,6,7,zone_ridge,6,13200,63.7082,0.702464
volume,6,7,zone_gbm,0,13200,53.6825,0.63643
volume,6,7,zone_gbm,1,13200,56.8692,0.71296
volume,6,7,zone_gbm,2,13200,52.8511,0.607488
volume,6,7,zone_gbm,3,13200,51.744,0.612863
volume,6,7,zone_gbm,4,13200,50.6122,0.605714
volume,6,7,zone_gbm,5,13200,53.215,0.636047
volume,6,7,zone_gbm,6,13200,54.8391,0.623722
volume,6,7,global_ridge,0,13200,117.39,2.81354
volume,6,7,global_ridge,1,13200,108.155,2.67963
volume,6,7,global_ridge,2,13200,121.545,2.80203
volume,6,7,global_ridge,3,13200,117.622,2.75454
volume,6,7,global_ridge,4,13200,119.467,2.75031
volume,6,7,global_ridge,5,13200,114.994,2.66969
volume,6,7,global_ridge,6,13200,109.75,2.7407
volume,6,7,global_gbm,0,13200,56.8266,0.83513
volume,6,7,global_gbm,1,13200,58.5019,0.894266
volume,6,7,global_gbm,2,13200,56.8866,0.825812
volume,6,7,global_gbm,3,13200,56.4675,0.815841
volume,6,7,global_gbm,4,13200,53.6462,0.794189
volume,6,7,global_gbm,5,13200,52.3969,0.739389
volume,6,7,global_gbm,6,13200,53.1074,0.689865
volume,24,0,last_observation,0,13200,74.2647,1.27734
volume,24,0,last_observation,1,13200,60.0694,0.952796
volume,24,0,last_observation,2,13200,71.0499,0.963343
volume,24,0,last_observation,3,13200,67.1454,0.963228
volume,24,0,last_observation,4,13200,57.8797,0.945955
volume,24,0,last_observation,5,13200,74.4985,1.2132
volume,24,0,last_observation,6,13200,63.8774,0.989381
volume,24,0,seasonal_naive_daily,0,13200,74.2647,1.27734
volume,24,0,seasonal_naive_daily,1,13200,60.0694,0.952796
volume,24,0,seasonal_naive_daily,2,13200,71.0499,0.963343
volume,24,0,seasonal_naive_daily,3,13200,67.1454,0.963228
volume,24,0,seasonal_naive_daily,4,13200,57.8797,0.945955
volume,24,0,seasonal_naive_daily,5,13200,74.4985,1.2132
volume,24,0,seasonal_naive_daily,6,13200,63.8774,0.989381
volume,24,0,seasonal_naive_weekly,0,13200,70.1435,1.04003
volume,24,0,seasonal_naive_weekly,1,13200,72.866,1.04261
volume,24,0,seasonal_naive_weekly,2,13200,97.2355,1.50588
volume,24,0,seasonal_naive_weekly,3,13200,61.0046,0.928899
volume,24,0,seasonal_naive_weekly,4,13200,63.0614,0.909998
volume,24,0,seasonal_naive_weekly,5,13200,71.2972,1.05789
volume,24,0,seasonal_naive_weekly,6,13200,73.0952,1.00592
volume,24,0,autoregressive,0,13200,67.5696,1.09917
volume,24,0,autoregressive,1,13200,58.4913,0.872185
volume,24,0,autoregressive,2,13200,66.6617,0.870186
volume,24,0,autoregressive,3,13200,61.8797,0.85241
volume,24,0,autoregressive,4,13200,55.6052,0.849226
volume,24,0,autoregressive,5,13200,64.5875,0.999243
volume,24,0,autoregressive,6,13200,60.2675,0.86997
volume,24,0,zone_ridge,0,13200,61.5782,1.03007
volume,24,0,zone_ridge,1,13200,59.9823,0.922674
volume,24,0,zone_ridge,2,13200,66.1829,0.932958
volume,24,0,zone_ridge,3,13200,63.4362,0.900513
volume,24,0,zone_ridge,4,13200,59.1273,0.903459
volume,24,0,zone_ridge,5,13200,65.5156,0.965952
volume,24,0,zone_ridge,6,13200,59.6686,0.894708
volume,24,0,zone_gbm,0,13200,60.2312,1.10559
volume,24,0,zone_gbm,1,13200,58.4972,1.04257
volume,24,0,zone_gbm,2,13200,65.2594,0.974732
volume,24,0,zone_gbm,3,13200,57.9567,0.961438
volume,24,0,zone_gbm,4,13200,59.1264,1.04352
volume,24,0,zone_gbm,5,13200,62.6128,1.08528
volume,24,0,zone_gbm,6,13200,61.0918,1.01382
volume,24,0,global_ridge,0,13200,67.8881,1.39184
volume,24,0,global_ridge,1,13200,58.3951,1.12368
volume,24,0,global_ridge,2,13200,63.1953,0.94735
volume,24,0,global_ridge,3,13200,58.7152,0.890604
volume,24,0,global_ridge,4,13200,54.6499,0.901826
volume,24,0,global_ridge,5,13200,66.711,1.13787
volume,24,0,global_ridge,6,13200,64.1974,1.10166
volume,24,0,global_gbm,0,13200,63.1955,1.12612
volume,24,0,global_gbm,1,13200,55.768,0.910997
volume,24,0,global_gbm,2,13200,63.8377,0.942229
volume,24,0,global_gbm,3,13200,59.3433,0.915098
volume,24,0,global_gbm,4,13200,53.8514,0.896584
volume,24,0,global_gbm,5,13200,63.8446,1.04473
volume,24,0,global_gbm,6,13200,58.7479,0.951596
volume,24,1,last_observation,0,13200,78.6306,1.31555
volume,24,1,last_observation,1,13200,67.9009,0.947271
volume,24,1,last_observation,2,13200,57.7434,0.907783
volume,24,1,last_observation,3,13200,55.0329,0.887892
volume,24,1,last_observation,4,13200,57.2784,0.92507
volume,24,1,last_observation,5,13200,70.0873,1.19474
volume,24,1,last_observation,6,13200,67.4508,0.979669
volume,24,1,seasonal_naive_daily,0,13200,78.6306,1.31555
volume,24,1,seasonal_naive_daily,1,13200,67.9009,0.947271
volume,24,1,seasonal_naive_daily,2,13200,57.7434,0.907783
volume,24,1,seasonal_naive_daily,3,13200,55.0329,0.887892
volume,24,1,seasonal_naive_daily,4,13200,57.2784,0.92507
volume,24,1,seasonal_naive_daily,5,13200,70.0873,1.19474
volume,24,1,seasonal_naive_daily,6,13200,67.4508,0.979669
volume,24,1,seasonal_naive_weekly,0,13200,70.5434,1.02991
volume,24,1,seasonal_naive_weekly,1,13200,73.1276,1.02748
volume,24,1,seasonal_naive_weekly,2,13200,71.6675,1.00581
volume,24,1,seasonal_naive_weekly,3,13200,74.1886,0.988981
volume,24,1,seasonal_naive_weekly,4,13200,68.144,1.01513
volume,24,1,seasonal_naive_weekly,5,13200,65.3018,1.00329
volume,24,1,seasonal_naive_weekly,6,13200,69.5131,0.98552
volume,24,1,autoregressive,0,13200,70.7667,1.11844
volume,24,1,autoregressive,1,13200,65.6594,0.886868
volume,24,1,autoregressive,2,13200,55.0155,0.800542
volume,24,1,autoregressive,3,13200,53.0215,0.803671
volume,24,1,autoregressive,4,13200,55.9312,0.828353
volume,24,1,autoregressive,5,13200,62.5899,0.987163
volume,24,1,autoregressive,6,13200,62.685,0.875963
volume,24,1,zone_ridge,0,13200,71.5097,0.994058
volume,24,1,zone_ridge,1,13200,68.7436,0.909364
volume,24,1,zone_ridge,2,13200,58.5014,0.822492
volume,24,1,zone_ridge,3,13200,57.4082,0.821893
volume,24,1,zone_ridge,4,13200,60.1314,0.866796
volume,24,1,zone_ridge,5,13200,66.6399,0.924342
volume,24,1,zone_ridge,6,13200,71.0032,0.879127
volume,24,1,zone_gbm,0,13200,60.4475,0.902444
volume,24,1,zone_gbm,1,13200,62.2434,0.885154
volume,24,1,zone_gbm,2,13200,53.0404,0.784006
volume,24,1,zone_gbm,3,13200,52.7864,0.820094
volume,24,1,zone_gbm,4,13200,55.3214,0.867226
volume,24,1,zone_gbm,5,13200,58.4116,0.880964
volume,24,1,zone_gbm,6,13200,63.5157,0.896708
volume,24,1,global_ridge,0,13200,71.3831,1.31801
volume,24,1,global_ridge,1,13200,65.5979,1.1091
volume,24,1,global_ridge,2,13200,54.3912,0.85303
volume,24,1,global_ridge,3,13200,53.357,1.00872
volume,24,1,global_ridge,4,13200,54.9566,0.942032
volume,24,1,global_ridge,5,13200,67.0459,1.2278
volume,24,1,global_ridge,6,13200,68.0859,1.12715
volume,24,1,global_gbm,0,13200,68.0789,1.25955
volume,24,1,global_gbm,1,13200,65.8767,1.05734
volume,24,1,global_gbm,2,13200,52.396,0.886391
volume,24,1,global_gbm,3,13200,51.2488,0.876265
volume,24,1,global_gbm,4,13200,55.4306,0.984758
volume,24,1,global_gbm,5,13200,59.2455,1.13275
volume,24,1,global_gbm,6,13200,62.8508,1.10087
volume,24,2,last_observation,0,13200,81.7905,1.19703
volume,24,2,last_observation,1,13200,65.535,0.93332
volume,24,2,last_observation,2,13200,68.5946,0.907197
volume,24,2,last_observation,3,13200,62.3314,0.894613
volume,24,2,last_observation,4,13200,69.8158,1.02041
volume,24,2,last_observation,5,13200,99.6151,1.30278
volume,24,2,last_observation,6,13200,71.8204,0.928474
volume,24,2,seasonal_naive_daily,0,13200,81.7905,1.19703
volume,24,2,seasonal_naive_daily,1,13200,65.535,0.93332
volume,24,2,seasonal_naive_daily,2,13200,68.5946,0.907197
volume,24,2,seasonal_naive_daily,3,13200,62.3314,0.894613
volume,24,2,seasonal_naive_daily,4,13200,69.8158,1.02041
volume,24,2,seasonal_naive_daily,5,13200,99.6151,1.30278
volume,24,2,seasonal_naive_daily,6,13200,71.8204,0.928474
volume,24,2,seasonal_naive_weekly,0,13200,78.005,1.04099
volume,24,2,seasonal_naive_weekly,1,13200,71.5599,1.05806
volume,24,2,seasonal_naive_weekly,2,13200,85.539,1.01763
volume,24,2,seasonal_naive_weekly,3,13200,87.5888,1.04513
volume,24,2,seasonal_naive_weekly,4,13200,114.273,1.31561
volume,24,2,seasonal_naive_weekly,5,13200,81.0045,1.0343
volume,24,2,seasonal_naive_weekly,6,13200,83.09,1.0206
volume,24,2,autoregressive,0,13200,70.8549,1.02827
volume,24,2,autoregressive,1,13200,61.0596,0.859923
volume,24,2,autoregressive,2,13200,66.6443,0.803285
volume,24,2,autoregressive,3,13200,60.6542,0.818922
volume,24,2,autoregressive,4,13200,70.3121,0.925754
volume,24,2,autoregressive,5,13200,83.5999,1.04416
volume,24,2,autoregressive,6,13200,65.2305,0.841517
volume,24,2,zone_ridge,0,13200,65.8314,0.96979
volume,24,2,zone_ridge,1,13200,61.6356,0.914383
volume,24,2,zone_ridge,2,13200,67.3274,0.831459
volume,24,2,zone_ridge,3,13200,62.0033,0.838093
volume,24,2,zone_ridge,4,13200,74.5548,0.963228
volume,24,2,zone_ridge,5,13200,75.9369,0.973559
volume,24,2,zone_ridge,6,13200,68.5022,0.905752
volume,24,2,zone_gbm,0,13200,65.063,0.944685
volume,24,2,zone_gbm,1,13200,63.7264,0.935267
volume,24,2,zone_gbm,2,13200,66.4977,0.825982
volume,24,2,zone_gbm,3,13200,61.5921,0.857839
volume,24,2,zone_gbm,4,13200,73.4883,0.997246
volume,24,2,zone_gbm,5,13200,71.7822,0.938095
volume,24,2,zone_gbm,6,13200,63.1986,0.904763
volume,24,2,global_ridge,0,13200,69.9702,1.20418
volume,24,2,global_ridge,1,13200,60.5651,1.00775
volume,24,2,global_ridge,2,13200,64.3059,0.848344
volume,24,2,global_ridge,3,13200,59.3878,0.899555
volume,24,2,global_ridge,4,13200,68.4488,1.01948
volume,24,2,global_ridge,5,13200,82.1567,1.166
volume,24,2,global_ridge,6,13200,71.1482,1.02453
volume,24,2,global_gbm,0,13200,63.9005,1.05718
volume,24,2,global_gbm,1,13200,61.1926,0.925075
volume,24,2,global_gbm,2,13200,63.846,0.900896
volume,24,2,global_gbm,3,13200,61.3159,0.895163
volume,24,2,global_gbm,4,13200,71.4482,1.02165
volume,24,2,global_gbm,5,13200,74.9524,1.10173
volume,24,2,global_gbm,6,13200,64.8514,0.938813
volume,24,3,last_observation,0,13200,64.6653,0.875518
volume,24,3,last_observation,1,13200,64.0756,0.95412
volume,24,3,last_observation,2,13200,58.6034,0.775657
volume,24,3,last_observation,3,13200,55.2801,0.757285
volume,24,3,last_observation,4,13200,56.7032,0.778842
volume,24,3,last_observation,5,13200,64.7001,0.918095
volume,24,3,last_observation,6,13200,60.0791,0.769121
volume,24,3,seasonal_naive_daily,0,13200,64.6653,0.875518
volume,24,3,seasonal_naive_daily,1,13200,64.0756,0.95412
volume,24,3,seasonal_naive_daily,2,13200,58.6034,0.775657
volume,24,3,seasonal_naive_daily,3,13200,55.2801,0.757285
volume,24,3,seasonal_naive_daily,4,13200,56.7032,0.778842
volume,24,3,seasonal_naive_daily,5,13200,64.7001,0.918095
volume,24,3,seasonal_naive_daily,6,13200,60.0791,0.769121
volume,24,3,seasonal_naive_weekly,0,13200,74.0728,1.07264
volume,24,3,seasonal_naive_weekly,1,13200,71.2353,1.0316
volume,24,3,seasonal_naive_weekly,2,13200,79.6957,1.04676
volume,24,3,seasonal_naive_weekly,3,13200,81.3311,1.10576
volume,24,3,seasonal_naive_weekly,4,13200,80.6274,1.12888
volume,24,3,seasonal_naive_weekly,5,13200,85.0082,1.08696
volume,24,3,seasonal_naive_weekly,6,13200,79.3887,1.06346
volume,24,3,autoregressive,0,13200,58.5784,0.802997
volume,24,3,autoregressive,1,13200,62.927,0.87628
volume,24,3,autoregressive,2,13200,56.6717,0.743804
volume,24,3,autoregressive,3,13200,54.3726,0.727523
volume,24,3,autoregressive,4,13200,56.0817,0.747269
volume,24,3,autoregressive,5,13200,62.517,0.832324
volume,24,3,autoregressive,6,13200,61.2577,0.778548
volume,24,3,zone_ridge,0,13200,60.8018,0.823468
volume,24,3,zone_ridge,1,13200,60.5679,0.850333
volume,24,3,zone_ridge,2,13200,56.2527,0.759221
volume,24,3,zone_ridge,3,13200,59.1166,0.783378
volume,24,3,zone_ridge,4,13200,58.2569,0.802027
volume,24,3,zone_ridge,5,13200,66.5585,0.877329
volume,24,3,zone_ridge,6,13200,66.4466,0.864453
volume,24,3,zone_gbm,0,13200,62.0041,0.931729
volume,24,3,zone_gbm,1,13200,61.6438,0.883449
volume,24,3,zone_gbm,2,13200,56.9307,0.788177
volume,24,3,zone_gbm,3,13200,59.2812,0.854421
volume,24,3,zone_gbm,4,13200,58.2766,0.860266
volume,24,3,zone_gbm,5,13200,69.0904,0.93914
volume,24,3,zone_gbm,6,13200,69.5982,0.951784
volume,24,3,global_ridge,0,13200,57.0651,1.0149
volume,24,3,global_ridge,1,13200,61.8275,1.04089
volume,24,3,global_ridge,2,13200,53.2561,0.784049
volume,24,3,global_ridge,3,13200,52.8291,0.810669
volume,24,3,global_ridge,4,13200,52.9803,0.827547
volume,24,3,global_ridge,5,13200,61.4872,0.95349
volume,24,3,global_ridge,6,13200,59.692,0.851696
volume,24,3,global_gbm,0,13200,53.9858,0.868825
volume,24,3,global_gbm,1,13200,61.3477,0.94557
volume,24,3,global_gbm,2,13200,54.0724,0.839611
volume,24,3,global_gbm,3,13200,53.9861,0.825105
volume,24,3,global_gbm,4,13200,52.5676,0.844569
volume,24,3,global_gbm,5,13200,61.047,0.910381
volume,24,3,global_gbm,6,13200,56.1379,0.833838
volume,24,4,last_observation,0,13200,70.5695,1.16067
volume,24,4,last_observation,1,13200,55.1507,0.894441
volume,24,4,last_observation,2,13200,59.8952,0.891865
volume,24,4,last_observation,3,13200,54.919,0.889909
volume,24,4,last_observation,4,13200,56.4671,0.89086
volume,24,4,last_observation,5,13200,62.3214,1.10653
volume,24,4,last_observation,6,13200,62.2994,0.964433
volume,24,4,seasonal_naive_daily,0,13200,70.5695,1.16067
volume,24,4,seasonal_naive_daily,1,13200,55.1507,0.894441
volume,24,4,seasonal_naive_daily,2,13200,59.8952,0.891865
volume,24,4,seasonal_naive_daily,3,13200,54.919,0.889909
volume,24,4,seasonal_naive_daily,4,13200,56.4671,0.89086
volume,24,4,seasonal_naive_daily,5,13200,62.3214,1.10653
volume,24,4,seasonal_naive_daily,6,13200,62.2994,0.964433
volume,24,4,seasonal_naive_weekly,0,13200,86.2465,1.20316
volume,24,4,seasonal_naive_weekly,1,13200,92.3806,1.08889
volume,24,4,seasonal_naive_weekly,2,13200,75.9733,1.06324
volume,24,4,seasonal_naive_weekly,3,13200,74.6687,1.06871
volume,24,4,seasonal_naive_weekly,4,13200,76.3518,1.05649
volume,24,4,seasonal_naive_weekly,5,13200,77.8586,1.07023
volume,24,4,seasonal_naive_weekly,6,13200,81.0322,1.07147
volume,24,4,autoregressive,0,13200,71.1044,1.02309
volume,24,4,autoregressive,1,13200,60.0032,0.845558
volume,24,4,autoregressive,2,13200,56.534,0.81927
volume,24,4,autoregressive,3,13200,52.8724,0.805831
volume,24,4,autoregressive,4,13200,54.7041,0.802648
volume,24,4,autoregressive,5,13200,60.1833,0.92759
volume,24,4,autoregressive,6,13200,59.0139,0.875675
volume,24,4,zone_ridge,0,13200,68.1768,0.922884
volume,24,4,zone_ridge,1,13200,64.0214,0.849954
volume,24,4,zone_ridge,2,13200,55.2996,0.821995
volume,24,4,zone_ridge,3,13200,55.4015,0.821766
volume,24,4,zone_ridge,4,13200,56.8079,0.820426
volume,24,4,zone_ridge,5,13200,57.6899,0.888625
volume,24,4,zone_ridge,6,13200,58.3559,0.895146
volume,24,4,zone_gbm,0,13200,69.5236,0.956724
volume,24,4,zone_gbm,1,13200,70.3974,0.93088
volume,24,4,zone_gbm,2,13200,53.7014,0.797389
volume,24,4,zone_gbm,3,13200,53.3766,0.842861
volume,24,4,zone_gbm,4,13200,56.6977,0.853673
volume,24,4,zone_gbm,5,13200,62.2183,0.941818
volume,24,4,zone_gbm,6,13200,61.5105,0.94214
volume,24,4,global_ridge,0,13200,66.1381,1.07114
volume,24,4,global_ridge,1,13200,57.3413,0.901892
volume,24,4,global_ridge,2,13200,54.9062,0.877259
volume,24,4,global_ridge,3,13200,51.3707,0.881219
volume,24,4,global_ridge,4,13200,52.689,0.855133
volume,24,4,global_ridge,5,13200,58.2794,1.03296
volume,24,4,global_ridge,6,13200,58.7938,0.959307
volume,24,4,global_gbm,0,13200,64.9298,1.0442
volume,24,4,global_gbm,1,13200,57.3484,0.901609
volume,24,4,global_gbm,2,13200,55.7699,0.915652
volume,24,4,global_gbm,3,13200,53.6336,0.884269
volume,24,4,global_gbm,4,13200,54.2796,0.889548
volume,24,4,global_gbm,5,13200,56.3036,0.975551
volume,24,4,global_gbm,6,13200,56.4647,0.954458
volume,24,5,last_observation,0,13200,42.8255,0.563313
volume,24,5,last_observation,1,13200,33.9504,0.5425
volume,24,5,last_observation,2,13200,43.3607,0.689301
volume,24,5,last_observation,3,13200,43.8379,0.682741
volume,24,5,last_observation,4,13200,48.5869,0.725416
volume,24,5,last_observation,5,13200,52.2271,0.741567
volume,24,5,last_observation,6,13200,54.6216,0.743677
volume,24,5,seasonal_naive_daily,0,13200,42.8255,0.563313
volume,24,5,seasonal_naive_daily,1,13200,33.9504,0.5425
volume,24,5,seasonal_naive_daily,2,13200,43.3607,0.689301
volume,24,5,seasonal_naive_daily,3,13200,43.8379,0.682741
volume,24,5,seasonal_naive_daily,4,13200,48.5869,0.725416
volume,24,5,seasonal_naive_daily,5,13200,52.2271,0.741567
volume,24,5,seasonal_naive_daily,6,13200,54.6216,0.743677
volume,24,5,seasonal_naive_weekly,0,13200,117.777,1.33746
volume,24,5,seasonal_naive_weekly,1,13200,118.714,1.31526
volume,24,5,seasonal_naive_weekly,2,13200,102.504,1.23931
volume,24,5,seasonal_naive_weekly,3,13200,93.4805,1.15514
volume,24,5,seasonal_naive_weekly,4,13200,96.8704,1.21717
volume,24,5,seasonal_naive_weekly,5,13200,115.508,1.33865
volume,24,5,seasonal_naive_weekly,6,13200,108.72,1.32233
volume,24,5,autoregressive,0,13200,62.0044,0.799973
volume,24,5,autoregressive,1,13200,50.1543,0.721901
volume,24,5,autoregressive,2,13200,55.3658,0.786851
volume,24,5,autoregressive,3,13200,53.4554,0.732713
volume,24,5,autoregressive,4,13200,58.358,0.797184
volume,24,5,autoregressive,5,13200,67.5647,0.868939
volume,24,5,autoregressive,6,13200,70.5062,0.874289
volume,24,5,zone_ridge,0,13200,70.3282,0.873963
volume,24,5,zone_ridge,1,13200,63.4348,0.826704
volume,24,5,zone_ridge,2,13200,61.1005,0.810987
volume,24,5,zone_ridge,3,13200,61.8831,0.776572
volume,24,5,zone_ridge,4,13200,66.1963,0.837025
volume,24,5,zone_ridge,5,13200,74.8569,0.949879
volume,24,5,zone_ridge,6,13200,77.1339,0.978139
volume,24,5,zone_gbm,0,13200,75.4076,1.02639
volume,24,5,zone_gbm,1,13200,70.9432,0.995457
volume,24,5,zone_gbm,2,13200,60.3257,0.876575
volume,24,5,zone_gbm,3,13200,61.8995,0.880448
volume,24,5,zone_gbm,4,13200,66.9297,0.949583
volume,24,5,zone_gbm,5,13200,79.6786,1.07227
volume,24,5,zone_gbm,6,13200,84.9252,1.10464
volume,24,5,global_ridge,0,13200,57.1214,0.892229
volume,24,5,global_ridge,1,13200,46.8445,0.827542
volume,24,5,global_ridge,2,13200,48.0253,0.75553
volume,24,5,global_ridge,3,13200,47.4178,0.725099
volume,24,5,global_ridge,4,13200,53.246,0.831621
volume,24,5,global_ridge,5,13200,60.9421,0.818826
volume,24,5,global_ridge,6,13200,63.8257,0.852559
volume,24,5,global_gbm,0,13200,58.1074,0.841013
volume,24,5,global_gbm,1,13200,46.5323,0.775144
volume,24,5,global_gbm,2,13200,43.9143,0.784832
volume,24,5,global_gbm,3,13200,46.7563,0.753716
volume,24,5,global_gbm,4,13200,51.5208,0.82664
volume,24,5,global_gbm,5,13200,62.7569,0.921596
volume,24,5,global_gbm,6,13200,65.0769,0.925569
volume,24,6,last_observation,0,13200,60.1227,0.932078
volume,24,6,last_observation,1,13200,57.7182,0.813255
volume,24,6,last_observation,2,13200,66.8218,0.882918
volume,24,6,last_observation,3,13200,49.8959,0.711078
volume,24,6,last_observation,4,13200,45.9127,0.686502
volume,24,6,last_observation,5,13200,61.3596,0.941615
volume,24,6,last_observation,6,13200,59.2655,0.805657
volume,24,6,seasonal_naive_daily,0,13200,60.1227,0.932078
