zone_id,obs_date,day_of_week,is_weekend,is_holiday,n_hours,volume_kwh,volume_11kw_kwh,point_hours,mean_occupancy,peak_occupancy,mean_utilisation,peak_utilisation,hours_at_ceiling,mean_total_price
102,2022-12-29,3,0,0,24,1306.67,1306.67,213.333,13.9583,18,0.465278,0.6,0,1.78813
102,2022-12-30,4,0,0,24,1353.04,1353.04,215.25,13.9583,16,0.465278,0.533333,0,1.79271
102,2022-12-31,5,1,1,24,1624.88,1624.88,251.25,15.375,17,0.5125,0.566667,0,1.78813
102,2023-01-01,6,1,1,24,1168.42,1168.42,190.917,12.875,14,0.429167,0.466667,0,1.78354
102,2023-01-02,0,0,1,24,1036.58,1036.58,172.083,12.2917,15,0.409722,0.5,0,1.79177
102,2023-01-03,1,0,0,24,1628.96,1628.96,262.75,15.3333,19,0.511111,0.633333,0,1.78813
102,2023-01-04,2,0,0,24,1610.58,1610.58,266.083,14.1667,15,0.472222,0.5,0,1.78813
102,2023-01-05,3,0,0,24,1204,1204,207.75,11.5833,13,0.386111,0.433333,0,1.78813
102,2023-01-06,4,0,0,24,1398.83,1398.83,235.833,13.9167,18,0.463889,0.6,0,1.78813
102,2023-01-07,5,1,0,24,1203.42,1203.42,207.917,13.625,16,0.454167,0.533333,0,1.78813
102,2023-01-08,6,1,0,24,1110.37,1110.37,190.25,13,14,0.433333,0.466667,0,1.78813
102,2023-01-09,0,0,0,24,1104.25,1104.25,193.75,13,15,0.433333,0.5,0,1.78813
102,2023-01-10,1,0,0,24,1103.96,1103.96,193.25,13.0833,14,0.436111,0.466667,0,1.78813
102,2023-01-11,2,0,0,24,1387.75,1387.75,234.25,14.7917,18,0.493056,0.6,0,1.78813
102,2023-01-12,3,0,0,24,1448.12,1448.12,242.667,15.2083,17,0.506944,0.566667,0,1.78813
102,2023-01-13,4,0,0,24,1212.46,1212.46,195.75,13.0833,16,0.436111,0.533333,0,1.78813
102,2023-01-14,5,1,0,24,1173.67,1173.67,190.667,13,16,0.433333,0.533333,0,1.78813
102,2023-01-15,6,1,0,24,1006.83,1006.83,173.667,12.2083,13,0.406944,0.433333,0,1.78813
102,2023-01-16,0,0,0,24,878.792,878.792,148.5,11.0833,13,0.369444,0.433333,0,1.78813
102,2023-01-17,1,0,0,24,965.708,965.708,148.167,11.1667,15,0.372222,0.5,0,1.78813
102,2023-01-18,2,0,0,24,949.958,949.958,144.667,10.9167,14,0.363889,0.466667,0,1.78813
102,2023-01-19,3,0,0,24,931,931,158.833,11.9167,17,0.397222,0.566667,0,1.79271
102,2023-01-20,4,0,0,24,814.042,814.042,148.75,11.3333,14,0.377778,0.466667,0,1.78813
102,2023-01-21,5,1,1,24,736.167,736.167,140.917,10.8333,12,0.361111,0.4,0,1.78813
102,2023-01-22,6,1,1,24,762.708,762.708,125.333,8.33333,12,0.277778,0.4,0,1.8
102,2023-01-23,0,0,1,24,557.958,557.958,102.417,7.25,9,0.241667,0.3,0,1.79542
102,2023-01-24,1,0,1,24,436.917,436.917,83.3333,6.41667,7,0.213889,0.233333,0,1.79542
102,2023-01-25,2,0,1,24,629.125,629.125,108.333,7.41667,10,0.247222,0.333333,0,1.79542
102,2023-01-26,3,0,1,24,716.917,716.917,126.5,8.25,10,0.275,0.333333,0,1.79542
102,2023-01-27,4,0,1,24,883.167,883.167,150.083,9.25,11,0.308333,0.366667,0,1.79542
102,2023-01-28,5,1,0,24,798.292,798.292,142.083,8.875,10,0.295833,0.333333,0,1.79542
102,2023-01-29,6,1,0,24,861,861,157.083,9.58333,11,0.319444,0.366667,0,1.79542
102,2023-01-30,0,0,0,24,808.5,808.5,151.5,9.33333,12,0.311111,0.4,0,1.78354
102,2023-01-31,1,0,0,24,885.792,885.792,152.75,9.33333,12,0.311111,0.4,0,1.78813
102,2023-02-01,2,0,0,24,864.792,864.792,141.667,8.91667,11,0.297222,0.366667,0,1.78354
102,2023-02-02,3,0,0,24,1020.25,1020.25,167.833,10,11,0.333333,0.366667,0,1.78448
102,2023-02-03,4,0,0,24,956.083,956.083,153.083,9.41667,12,0.313889,0.4,0,1.78813
102,2023-02-04,5,1,0,24,1192.92,1192.92,184.417,11.5833,15,0.386111,0.5,0,1.78813
102,2023-02-05,6,1,0,24,1032.79,1032.79,159.417,12.3333,14,0.411111,0.466667,0,1.78813
102,2023-02-06,0,0,0,24,1322.42,1322.42,207,14.375,16,0.479167,0.533333,0,1.78813
102,2023-02-07,1,0,0,24,854.292,854.292,144.833,11.8333,15,0.394444,0.5,0,1.78813
102,2023-02-08,2,0,0,24,760.083,760.083,120.583,10.6667,13,0.355556,0.433333,0,1.78813
102,2023-02-09,3,0,0,24,1309,1309,211.667,12.9583,16,0.431944,0.533333,0,1.78813
102,2023-02-10,4,0,0,24,1415.46,1415.46,234.583,13.4583,16,0.448611,0.533333,0,1.79177
102,2023-02-11,5,1,0,24,1307.54,1307.54,210.833,12.25,14,0.408333,0.466667,0,1.78813
102,2023-02-12,6,1,0,24,1271.37,1271.37,197.25,11.6667,14,0.388889,0.466667,0,1.78813
102,2023-02-13,0,0,0,24,1001.58,1001.58,165.583,10.5,13,0.35,0.433333,0,1.78813
102,2023-02-14,1,0,0,24,1274,1308.12,215.333,14.5,22,0.483333,0.733333,0,1.78813
102,2023-02-15,2,0,0,24,1763.42,1763.42,287.667,19.0833,22,0.636111,0.733333,0,1.78813
102,2023-02-16,3,0,0,24,1825.83,1825.83,292.667,19.2083,20,0.640278,0.666667,0,1.78813
102,2023-02-17,4,0,0,24,1596.88,1596.88,262.917,18,20,0.6,0.666667,0,1.78813
102,2023-02-18,5,1,0,24,1632.46,1632.46,257.083,17.75,20,0.591667,0.666667,0,1.78813
102,2023-02-19,6,1,0,24,1716.46,1716.46,269.083,18.1667,21,0.605556,0.7,0,1.78813
102,2023-02-20,0,0,0,24,1951.54,1951.54,307.917,19.8333,23,0.661111,0.766667,0,1.78719
102,2023-02-21,1,0,0,24,1296.17,1296.17,211.667,12.75,23,0.425,0.766667,0,1.78813
102,2023-02-22,2,0,0,24,1089.08,1089.08,179.5,11.0833,13,0.369444,0.433333,0,1.79177
102,2023-02-23,3,0,0,24,1085.88,1085.88,179.917,11,13,0.366667,0.433333,0,1.78813
102,2023-02-24,4,0,0,24,1339.92,1339.92,217.667,12.5,15,0.416667,0.5,0,1.79177
102,2023-02-25,5,1,0,24,1417.5,1417.5,238.5,13.5,15,0.45,0.5,0,1.79177
102,2023-02-26,6,1,0,24,1126.71,1126.71,191.333,11.4583,14,0.381944,0.466667,0,1.78448
102,2023-02-27,0,0,0,24,1367.04,1367.04,231.167,13.125,14,0.4375,0.466667,0,1.78813
102,2023-02-28,1,0,0,24,1096.67,1096.67,192.667,11.5,14,0.383333,0.466667,0,1.78354
104,2022-09-01,3,0,0,24,217.875,217.875,31.5,1.33333,3,0.0701754,0.157895,0,1.68333
104,2022-09-02,4,0,0,24,158.667,158.667,23.5,1.04167,3,0.0548246,0.157895,0,1.68333
104,2022-09-03,5,1,0,24,118.708,118.708,17,0.666667,1,0.0350877,0.0526316,0,1.68333
104,2022-09-04,6,1,0,24,25.6667,25.6667,3.66667,0.166667,1,0.00877193,0.0526316,0,1.68333
104,2022-09-05,0,0,0,24,148.167,148.167,21.1667,0.833333,2,0.0438596,0.105263,0,1.68333
104,2022-09-06,1,0,0,24,128.917,128.917,18.4167,0.791667,2,0.0416667,0.105263,0,1.68333
104,2022-09-07,2,0,0,24,115.5,115.5,16.5,0.666667,1,0.0350877,0.0526316,0,1.68333
104,2022-09-08,3,0,0,24,178.5,178.5,25.5,1.08333,3,0.0570175,0.157895,0,1.68333
104,2022-09-09,4,0,0,24,167.417,167.417,23.9167,1,1,0.0526316,0.0526316,0,1.68333
104,2022-09-10,5,1,1,24,127.167,127.167,18.1667,0.791667,1,0.0416667,0.0526316,0,1.68333
104,2022-09-11,6,1,1,24,183.167,183.167,26.1667,1.08333,2,0.0570175,0.105263,0,1.68333
104,2022-09-12,0,0,1,24,235.667,235.667,33.6667,1.41667,2,0.0745614,0.105263,0,1.68333
104,2022-09-13,1,0,0,24,116.667,116.667,16.6667,0.666667,1,0.0350877,0.0526316,0,1.68333
104,2022-09-14,2,0,0,24,168,168,24,1,1,0.0526316,0.0526316,0,1.68333
104,2022-09-15,3,0,0,24,200.667,200.667,30.25,1.33333,3,0.0701754,0.157895,0,1.68333
104,2022-09-16,4,0,0,24,210.292,210.292,30.0833,1.20833,3,0.0635965,0.157895,0,1.68333
104,2022-09-17,5,1,0,24,89.8333,89.8333,12.8333,0.541667,1,0.0285088,0.0526316,0,1.68333
104,2022-09-18,6,1,0,24,282.917,282.917,40.4167,1.66667,3,0.0877193,0.157895,0,1.68333
104,2022-09-19,0,0,0,24,318.5,318.5,45.5,1.91667,3,0.100877,0.157895,0,1.68333
104,2022-09-20,1,0,0,24,261.333,261.333,37.3333,1.54167,3,0.0811403,0.157895,0,1.68333
104,2022-09-21,2,0,0,24,56.5833,56.5833,8.08333,0.375,2,0.0197368,0.105263,0,1.68333
104,2022-09-22,3,0,0,24,390.833,390.833,55.8333,2.29167,3,0.120614,0.157895,0,1.68333
104,2022-09-23,4,0,0,24,262.792,262.792,42.8333,1.83333,3,0.0964912,0.157895,0,1.68333
104,2022-09-24,5,1,0,24,133,133,25,1.02083,2,0.0537281,0.105263,0,1.68333
104,2022-09-25,6,1,0,24,65.9167,65.9167,9.41667,0.416667,1,0.0219298,0.0526316,0,1.68333
104,2022-09-26,0,0,0,24,138.833,138.833,19.8333,0.833333,2,0.0438596,0.105263,0,1.68333
104,2022-09-27,1,0,0,24,314.417,314.417,44.9167,1.875,4,0.0986842,0.210526,0,1.68333
104,2022-09-28,2,0,0,24,126,126,18,0.75,1,0.0394737,0.0526316,0,1.68333
104,2022-09-29,3,0,0,24,232.75,232.75,33.25,1.375,3,0.0723684,0.157895,0,1.68333
104,2022-09-30,4,0,0,24,127.75,127.75,18.25,0.833333,3,0.0438596,0.157895,0,1.68333
104,2022-10-01,5,1,1,24,327.25,327.25,46.75,1.91667,2,0.100877,0.105263,0,1.68333
104,2022-10-02,6,1,1,24,188.708,192.354,33.1667,1.45833,2,0.0767544,0.105263,0,1.68333
104,2022-10-03,0,0,1,24,61.25,61.25,8.75,0.375,1,0.0197368,0.0526316,0,1.68333
104,2022-10-04,1,0,1,24,117.542,117.542,28.75,1.125,2,0.0592105,0.105263,0,1.68333
104,2022-10-05,2,0,1,24,194.25,194.25,33.9167,1.45833,2,0.0767544,0.105263,0,1.68333
104,2022-10-06,3,0,1,24,93.9167,93.9167,13.4167,0.583333,1,0.0307018,0.0526316,0,1.68333
104,2022-10-07,4,0,1,24,62.4167,62.4167,8.91667,0.333333,1,0.0175439,0.0526316,0,1.68333
104,2022-10-08,5,1,0,24,42,42,6,0.291667,1,0.0153509,0.0526316,0,1.68333
104,2022-10-09,6,1,0,24,95.6667,95.6667,13.6667,0.583333,1,0.0307018,0.0526316,0,1.68333
104,2022-10-10,0,0,0,24,128.333,128.333,18.3333,0.75,2,0.0394737,0.105263,0,1.68333
104,2022-10-11,1,0,0,24,164.5,164.5,23.5,1,2,0.0526316,0.105263,0,1.68333
104,2022-10-12,2,0,0,24,249.083,249.083,35.5833,1.5,2,0.0789474,0.105263,0,1.68333
104,2022-10-13,3,0,0,24,93.3333,93.3333,13.3333,0.583333,1,0.0307018,0.0526316,0,1.68333
104,2022-10-14,4,0,0,24,81.6667,81.6667,11.6667,0.458333,1,0.0241228,0.0526316,0,1.68333
104,2022-10-15,5,1,0,24,170.333,170.333,24.3333,1,2,0.0526316,0.105263,0,1.68333
104,2022-10-16,6,1,0,24,271.833,271.833,38.8333,1.625,2,0.0855263,0.105263,0,1.68333
104,2022-10-17,0,0,0,24,195.417,195.417,27.9167,1.125,2,0.0592105,0.105263,0,1.68333
104,2022-10-18,1,0,0,24,183.458,183.458,26.25,1.125,2,0.0592105,0.105263,0,1.68333
104,2022-10-19,2,0,0,24,131.833,131.833,18.8333,0.75,2,0.0394737,0.105263,0,1.68333
104,2022-10-20,3,0,0,24,113.167,113.167,16.1667,0.666667,2,0.0350877,0.105263,0,1.68333
104,2022-10-21,4,0,0,24,145.833,145.833,21.5,0.791667,2,0.0416667,0.105263,0,1.68333
104,2022-10-22,5,1,0,24,177.333,177.333,25.6667,0.833333,3,0.0438596,0.157895,0,1.68333
104,2022-10-23,6,1,0,24,212.333,212.333,31.5,1.54167,3,0.0811403,0.157895,0,1.68333
104,2022-10-24,0,0,0,24,112,118.708,16,0.666667,1,0.0350877,0.0526316,0,1.68333
104,2022-10-25,1,0,0,24,152.25,152.25,21.75,0.916667,2,0.0482456,0.105263,0,1.68333
104,2022-10-26,2,0,0,24,86.3333,86.3333,12.3333,2.875,3,0.151316,0.157895,0,1.68333
104,2022-10-27,3,0,0,24,31.5,31.5,4.5,2.25,3,0.118421,0.157895,0,1.68333
104,2022-10-28,4,0,0,24,28,28,4,2,2,0.105263,0.105263,0,1.68333
104,2022-10-29,5,1,0,24,28,28,4,2,2,0.105263,0.105263,0,1.68333
104,2022-10-30,6,1,0,24,116.083,116.083,16.5833,2.5,3,0.131579,0.157895,0,1.68333
104,2022-10-31,0,0,0,24,99.1667,99.1667,14.1667,2.45833,3,0.129386,0.157895,0,1.68333
104,2022-11-01,1,0,0,24,54.25,54.25,7.75,0.291667,1,0.0153509,0.0526316,0,1.68333
104,2022-11-02,2,0,0,24,99.1667,99.1667,14.1667,0.625,1,0.0328947,0.0526316,0,1.68333
104,2022-11-03,3,0,0,24,217.875,221.375,31.5,1.79167,5,0.0942982,0.263158,0,1.68333
104,2022-11-04,4,0,0,24,184.333,184.333,26.6667,0.875,2,0.0460526,0.105263,0,1.68333
104,2022-11-05,5,1,0,24,221.083,221.083,31.5833,1.41667,4,0.0745614,0.210526,0,1.68333
104,2022-11-06,6,1,0,24,196,196,28,1.20833,2,0.0635965,0.105263,0,1.68333
104,2022-11-07,0,0,0,24,79.3333,79.3333,11.3333,0.416667,2,0.0219298,0.105263,0,1.68333
104,2022-11-08,1,0,0,24,343,343,49,2.04167,3,0.107456,0.157895,0,1.68333
104,2022-11-09,2,0,0,24,320.25,320.25,45.75,1.91667,3,0.100877,0.157895,0,1.68333
104,2022-11-10,3,0,0,24,281.167,281.167,40.1667,1.75,3,0.0921053,0.157895,0,1.68333
104,2022-11-11,4,0,0,24,108.5,108.5,15.5,0.666667,2,0.0350877,0.105263,0,1.68333
104,2022-11-12,5,1,0,24,167.417,167.417,23.9167,1,1,0.0526316,0.0526316,0,1.68333
104,2022-11-13,6,1,0,24,289.917,289.917,41.4167,1.75,2,0.0921053,0.105263,0,1.68333
104,2022-11-14,0,0,0,24,203.583,203.583,29.0833,1.20833,2,0.0635965,0.105263,0,1.68333
104,2022-11-15,1,0,0,24,275.333,275.333,39.3333,1.625,3,0.0855263,0.157895,0,1.68333
104,2022-11-16,2,0,0,24,246.75,246.75,35.25,1.45833,2,0.0767544,0.105263,0,1.68333
