timestamp,utilisation,occupancy,volume,volume_11kw,duration,e_price,s_price
2022-11-01,0.158256,2774.54,1.56055e+06,466657,48551.7,0.952322,0.718745
2022-11-02,0.156592,2745.38,1.58608e+06,460324,47604.3,0.950828,0.721234
2022-11-03,0.282655,4955.5,1.80065e+06,747878,88458.8,0.9531,0.72397
2022-11-04,0.294161,5157.23,1.8235e+06,770006,92305.4,0.953709,0.72229
2022-11-05,0.291037,5102.46,1.91379e+06,821176,100355,0.950296,0.722634
2022-11-06,0.285484,5005.1,1.88609e+06,787552,97621.3,0.950307,0.72253
2022-11-07,0.265067,4647.15,1.7567e+06,731402,88985.3,0.950235,0.722796
2022-11-08,0.271599,4761.67,1.80999e+06,755124,91480.7,0.950373,0.722425
2022-11-09,0.27666,4850.4,1.67372e+06,708048,85116.3,0.942975,0.727922
2022-11-10,0.278486,4882.42,1.7939e+06,748642,88689.5,0.950371,0.722231
2022-11-11,0.283101,4963.33,1.81297e+06,762344,90327.7,0.950194,0.722823
2022-11-12,0.296743,5202.5,1.88119e+06,799908,96204.3,0.950098,0.722692
2022-11-13,0.296612,5200.21,1.8753e+06,779435,95561,0.950337,0.723573
2022-11-14,0.286869,5029.4,1.87796e+06,758838,91668.8,0.950085,0.723999
2022-11-15,0.282764,4957.42,1.79653e+06,747149,89147.5,0.950117,0.723975
2022-11-16,0.277514,4865.38,1.817e+06,747664,89363.8,0.950558,0.723866
2022-11-17,0.286172,5017.17,1.85805e+06,741726,88462.3,0.952243,0.721247
2022-11-18,0.279578,4901.56,1.90203e+06,786182,94250.5,0.95103,0.723354
2022-11-19,0.297265,5211.65,1.91738e+06,833808,101517,0.951109,0.723526
2022-11-20,0.296986,5206.75,1.8928e+06,814017,100493,0.950537,0.723802
2022-11-21,0.282436,4951.67,1.79361e+06,780788,93924.7,0.95135,0.722977
2022-11-22,0.278705,4886.25,1.78083e+06,768614,92351,0.950889,0.723414
2022-11-23,0.274971,4820.79,1.79343e+06,753665,90860.9,0.950206,0.723802
2022-11-24,0.272775,4782.29,1.73323e+06,741304,90036.1,0.950547,0.723434
2022-11-25,0.273313,4791.73,1.83567e+06,759687,91267,0.950957,0.7232
2022-11-26,0.289136,5069.12,1.83975e+06,797854,97524,0.950567,0.723365
2022-11-27,0.289562,5076.6,1.80259e+06,789220,97623.2,0.95087,0.723588
2022-11-28,0.272979,4785.88,1.6937e+06,740507,90459.8,0.950349,0.723585
2022-11-29,0.273932,4802.58,1.71178e+06,757855,91037.9,0.950475,0.723468
2022-11-30,0.271224,4755.1,1.69771e+06,742557,89285.1,0.950475,0.723449
2022-12-01,0.27096,4750.48,1.7882e+06,742482,89353.8,0.951948,0.721146
2022-12-02,0.280864,4924.1,1.86456e+06,777462,92930.6,0.949903,0.723778
2022-12-03,0.302857,5309.69,1.90789e+06,821603,101938,0.949927,0.723675
2022-12-04,0.296061,5190.54,1.79666e+06,797805,99216.6,0.950034,0.723364
2022-12-05,0.281091,4928.08,1.77845e+06,766170,92145,0.950354,0.723084
2022-12-06,0.283917,4977.62,1.89876e+06,775472,92677.8,0.950049,0.723424
2022-12-07,0.293501,5145.67,1.83377e+06,687720,91047.7,0.949734,0.723625
2022-12-08,0.292116,5121.38,1.73022e+06,681357,90414.8,0.95061,0.723709
2022-12-09,0.333018,5838.48,1.53222e+06,625685,83292.6,0.950971,0.721951
2022-12-10,0.305841,5362,2.03714e+06,841094,102456,0.950348,0.723291
2022-12-11,0.306402,5371.83,2.05253e+06,835179,102106,0.950032,0.723362
2022-12-12,0.288949,5065.85,1.96683e+06,779495,94252.1,0.950056,0.723602
2022-12-13,0.286804,5028.25,1.93203e+06,788382,93928.2,0.950118,0.723516
2022-12-14,0.289796,5080.71,2.05798e+06,798760,95001,0.949867,0.723601
2022-12-15,0.294536,5163.81,1.97841e+06,793389,94457.2,0.949829,0.723458
2022-12-16,0.289512,5075.73,1.99089e+06,794145,94298.2,0.950141,0.723466
2022-12-17,0.303362,5318.54,1.96107e+06,826056,99993.9,0.950068,0.723518
2022-12-18,0.296442,5197.23,1.84954e+06,785896,96563.3,0.949951,0.723623
2022-12-19,0.281464,4934.62,1.84787e+06,754052,90800.2,0.949994,0.723507
2022-12-20,0.281855,4941.48,1.80923e+06,751797,89935.8,0.950265,0.723035
2022-12-21,0.27479,4817.62,1.71884e+06,720576,87224.7,0.9497,0.723944
2022-12-22,0.266891,4679.12,1.70899e+06,688737,84425.6,0.950096,0.723482
2022-12-23,0.266362,4669.85,1.66965e+06,675005,84057.2,0.950374,0.72325
2022-12-24,0.265746,4659.06,1.61287e+06,664138,82864.2,0.950282,0.723237
2022-12-25,0.26048,4566.73,1.53268e+06,632388,80374,0.950044,0.723595
2022-12-26,0.261096,4577.54,1.60066e+06,643859,80227.7,0.950339,0.723478
2022-12-27,0.267765,4694.46,1.70337e+06,661705,82546.3,0.950071,0.723052
2022-12-28,0.268623,4709.5,1.71907e+06,668872,82970,0.949465,0.723441
2022-12-29,0.27082,4748.02,1.70487e+06,677365,84112.4,0.950086,0.722879
2022-12-30,0.279137,4893.83,1.81723e+06,711112,88509.9,0.94956,0.723311
2022-12-31,0.291997,5119.29,1.86214e+06,731910,91652.5,0.949934,0.723136
2023-01-01,0.285432,5004.19,1.77051e+06,704688,90059,0.951391,0.721418
2023-01-02,0.288316,5054.75,1.73735e+06,715517,91571,0.95142,0.724309
2023-01-03,0.287695,5043.88,1.85986e+06,736198,91999.8,0.951785,0.724292
2023-01-04,0.286202,5017.69,1.83655e+06,739337,91823.2,0.951434,0.724545
2023-01-05,0.286319,5019.75,1.80519e+06,723760,90444.4,0.951351,0.724617
2023-01-06,0.288907,5065.12,1.78116e+06,735161,91135.6,0.951622,0.724502
2023-01-07,0.302934,5311.04,1.88456e+06,791895,98443,0.951824,0.724148
2023-01-08,0.298409,5231.71,1.81377e+06,750114,96216.8,0.951375,0.724531
2023-01-09,0.281901,4942.29,1.72555e+06,700520,88491.8,0.951347,0.724751
2023-01-10,0.278965,4890.81,1.76658e+06,709954,88002.7,0.951712,0.72387
2023-01-11,0.279919,4907.54,1.70319e+06,715034,88350.2,0.95151,0.724201
2023-01-12,0.282441,4951.75,1.64768e+06,708960,89006.9,0.951004,0.724823
2023-01-13,0.278783,4887.62,1.5582e+06,696330,87557.3,0.951247,0.724458
2023-01-14,0.285479,5005.02,1.57393e+06,716131,91324.2,0.951411,0.724481
2023-01-15,0.281639,4937.69,1.45757e+06,682980,88678.6,0.951604,0.724795
2023-01-16,0.263031,4611.46,1.3684e+06,633634,80820.2,0.951885,0.724359
2023-01-17,0.258076,4524.58,1.31198e+06,623234,78401.6,0.95164,0.724847
2023-01-18,0.246402,4319.92,1.2021e+06,573545,73596.8,0.951625,0.724437
2023-01-19,0.251472,4408.81,1.16718e+06,560443,72019.4,0.950897,0.725008
2023-01-20,0.226305,3967.58,1.05279e+06,505956,65084.6,0.952245,0.722696
2023-01-21,0.212371,3723.29,788690,427148,57748.3,0.951782,0.724687
2023-01-22,0.216775,3800.5,832103,460266,53865.2,0.945184,0.732955
2023-01-23,0.219539,3848.96,815623,451926,52860.8,0.94657,0.730761
2023-01-24,0.221811,3888.79,830092,454201,53650.1,0.94657,0.730761
2023-01-25,0.229927,4031.08,902584,480087,56528.7,0.94657,0.730761
2023-01-26,0.244836,4292.46,1.00274e+06,524610,62501.7,0.94657,0.730761
2023-01-27,0.261472,4584.12,1.10877e+06,581375,69447.6,0.94657,0.730761
2023-01-28,0.271147,4753.75,1.24635e+06,620107,73088.4,0.946432,0.73067
2023-01-29,0.283522,4970.71,1.35603e+06,664107,78314.1,0.946432,0.73059
2023-01-30,0.287619,5042.54,1.51839e+06,682152,80782.4,0.945422,0.728463
2023-01-31,0.287061,5032.75,1.57992e+06,704981,81902.7,0.948264,0.726508
2023-02-01,0.205992,3611.46,1.30806e+06,543012,68209.2,0.950838,0.72615
2023-02-02,0.205988,3611.38,1.33079e+06,543988,68386.2,0.948576,0.729011
2023-02-03,0.212787,3730.58,1.35043e+06,565812,71306.7,0.949097,0.72857
2023-02-04,0.256567,4498.12,1.56348e+06,653437,81842.4,0.952265,0.724871
2023-02-05,0.291008,5101.96,1.54231e+06,635108,80544.5,0.954705,0.721597
2023-02-06,0.276761,4852.17,1.50383e+06,599713,74486.4,0.954294,0.721683
2023-02-07,0.27291,4784.67,1.54806e+06,601145,74384.2,0.953537,0.722266
2023-02-08,0.274063,4804.88,1.5416e+06,599800,75106.2,0.954243,0.721192
2023-02-09,0.27316,4789.04,1.63657e+06,645189,78788.5,0.951917,0.726191
2023-02-10,0.276059,4839.88,1.63962e+06,661606,80784.5,0.950806,0.728146
2023-02-11,0.291446,5109.62,1.71037e+06,699806,86286.8,0.951262,0.728196
2023-02-12,0.292163,5122.21,1.69308e+06,701539,86881.1,0.952368,0.726487
2023-02-13,0.28039,4915.79,1.653e+06,665847,81417.8,0.951859,0.726553
2023-02-14,0.279513,4900.42,1.6515e+06,669317,82094.9,0.951429,0.725738
2023-02-15,0.2771,4858.12,1.73197e+06,664150,81417.9,0.951746,0.726116
2023-02-16,0.278522,4883.04,1.684e+06,662214,81458.9,0.950548,0.727598
2023-02-17,0.279838,4906.12,1.69915e+06,672829,82947.8,0.950968,0.727614
2023-02-18,0.292575,5129.42,1.77366e+06,710434,88785.5,0.952244,0.726009
2023-02-19,0.293619,5147.73,1.72514e+06,705606,88722.9,0.950781,0.727953
2023-02-20,0.279893,4907.08,1.67099e+06,672240,82637.1,0.952144,0.725283
2023-02-21,0.287617,5042.5,1.58516e+06,653665,81930.1,0.946948,0.72883
2023-02-22,0.294207,5158.04,1.69983e+06,665467,81998.3,0.946395,0.729449
2023-02-23,0.296501,5198.25,1.74244e+06,671506,83184.4,0.946663,0.729491
2023-02-24,0.294683,5166.38,1.70717e+06,677336,83274.9,0.948088,0.727159
2023-02-25,0.307397,5389.29,1.76442e+06,704022,88213.8,0.947638,0.728719
2023-02-26,0.312013,5470.21,1.71971e+06,703440,89590.3,0.946229,0.730101
2023-02-27,0.298171,5227.54,1.66866e+06,661327,83282.6,0.946357,0.728973
2023-02-28,0.295719,5184.54,1.65407e+06,653458,82207.5,0.945015,0.73059
